symbol,GSM368661,GSM368662,GSM368664,GSM368665,GSM368666,GSM368667,GSM368668,GSM368670,GSM368671,GSM368673,GSM368674,GSM368675,GSM368677,GSM368678,GSM368679,GSM368680,GSM368681,GSM368682,GSM368683,GSM368685,GSM368689,GSM368690,GSM368691,GSM368692,GSM368693,GSM368694,GSM368695,GSM368696,GSM368697,GSM368698,GSM368699,GSM368700,GSM368701,GSM368703,GSM368704,GSM368705,GSM368706,GSM368707,GSM368708,GSM368709,GSM368710,GSM368711,GSM368713,GSM368714,GSM368715,GSM368716,GSM368717,GSM368719,GSM368720,GSM368721,GSM368722,GSM368723,GSM368724,GSM368725,GSM368726,GSM368727,GSM368728,GSM368729,GSM368730,GSM368731,GSM368732,GSM368734,GSM368735,GSM368736,GSM368737,GSM368738,GSM368739,GSM368740
AQP1,9.155551089,9.81511324,8.335561752,9.266336716,8.847992138,9.628748424,9.635615806,8.691044148,8.8264474,9.43896598,9.991710096,8.123333803,8.966477101,9.470975308,9.387095461,8.884353335,7.980049704,9.774856455,10.09490446,8.18970868,8.662325449,9.4453162,9.235410935,9.264797279,9.834404079,10.34937112,7.963736932,9.976382278,8.40410539,7.135357096,9.96030474,8.908492097,8.106408873,8.741424783,11.06265054,10.27120931,10.46088365,9.846763744,9.535402834,8.644796887,9.609756238,8.7600663,10.55904476,9.637965272,10.58547151,8.959753739,9.49111956,11.53188014,8.874971666,8.049149726,8.68126853,9.068620466,8.927239417,8.491215265,9.773591999,9.309668458,8.506803719,10.97329682,8.703096367,10.36500247,9.664967356,9.029485411,8.631305607,10.57170252,10.4506146,9.42311732,8.663757878,10.29532239
AQP2,8.053537021,8.227305847,7.535710658,7.63832122,7.69236908,8.150699236,7.594938834,7.391385875,7.837379563,8.59556532,8.507808998,7.813604975,7.347163709,8.083236012,7.908020193,7.29573922,8.181328144,8.28282219,7.591316755,8.022196682,8.113685164,8.234992075,8.267237927,8.344511979,8.265863457,8.071609338,8.188139112,7.939644603,8.487023551,7.527688245,8.220729278,7.714274589,7.490995868,6.942961256,7.833776631,8.707307331,8.441609194,9.18083686,8.59195485,7.824009987,7.827323197,7.568103227,8.328100657,7.752425462,8.035235825,8.706135465,6.838796624,7.762871251,7.940891512,7.894768166,8.076052355,8.531876598,7.913952203,8.444083234,7.984868203,8.362697521,7.751028388,8.586024164,7.88336559,7.375182254,8.15916169,8.183964804,7.929015346,8.498835856,7.412564153,8.40148055,7.942549889,8.199317691
AQP3,6.626045616,8.623143831,8.321833502,7.738154219,9.357110352,9.317115582,9.275915245,8.463983313,8.530255547,8.081724735,9.426019719,7.266617195,7.094981425,9.030286696,6.82672619,7.656445435,8.714384627,10.12258722,9.609190937,7.432512875,10.69646852,8.732702839,8.785641067,8.991586041,7.148274763,8.42077909,10.32006264,8.706598504,8.099644972,7.135274032,9.975534899,8.259274797,10.16582964,9.099079641,8.965635327,9.699326158,9.468812865,7.595913309,9.136807099,8.098814525,8.7246206,9.350657424,9.645422058,12.01659323,10.34350414,10.40357946,7.999239244,8.958771543,9.26295538,7.360260869,8.305191296,9.693726425,9.659255093,8.456985085,9.873752453,7.819207303,6.953118337,9.774112852,7.81051905,8.897418952,8.097206957,8.567671361,8.609644847,7.806732113,9.092005953,8.256086767,8.410415486,8.616346563
AQP4,6.980914368,7.192694766,6.842329002,6.6332942,6.412951841,5.728582322,4.666741355,4.479853484,4.836996329,3.376533657,5.503410202,6.732901228,5.701787233,6.290917162,6.754419402,3.261441079,6.671634999,4.024189554,6.803222289,3.909381473,6.10812855,5.477786055,2.720255125,4.224131742,2.987323944,6.564504034,5.661763796,7.60595332,4.020244358,6.205474851,4.422922198,5.095434402,7.39713315,6.242902152,6.22700926,4.26847029,5.376867292,6.494225702,4.504757919,4.43109361,5.289736666,3.16475942,4.54291733,6.448868191,6.143722488,6.694035045,4.013800771,6.175462187,3.576269801,4.639606441,3.518068928,6.119619354,5.830306929,6.527782526,5.901680586,2.999211095,5.720174957,4.818033441,4.661031751,7.80312723,5.195068279,3.017669722,4.69672135,6.547501849,6.349358447,4.140203085,6.637121339,4.432156933
AQP5,4.924034934,8.871919837,5.974881166,5.781237941,5.253394973,5.159371236,5.198163694,4.000268916,7.753675229,4.551296329,5.983017957,3.705230398,7.646562857,6.227599997,4.694959636,4.848552466,7.931400012,6.058714594,4.000112363,7.340740201,9.016856833,5.537055864,3.519245177,5.988381758,5.246192424,2.941684541,2.865676496,6.622312242,5.159223821,4.248766072,5.554756501,7.583629981,8.538960867,5.420739159,5.384385652,5.45971538,8.332062875,4.105025643,4.09523483,7.303993093,5.276178907,10.88769477,5.906797377,5.434559919,7.580902943,4.904700348,5.296070086,5.713735031,5.14459512,5.611900506,6.9757645,8.793382031,4.172335607,7.955630816,8.927080725,4.38912425,5.838126843,5.1084638,6.069105998,3.175355769,4.801553627,10.28735684,4.503748093,5.255286197,8.800599835,4.85390246,8.911896073,4.743564388
AQP6,7.4847011,8.74959797,8.297081182,6.967193863,6.691130575,7.161726285,7.878613606,8.323552866,8.010933541,5.663847861,7.972175085,5.330599119,8.317550338,7.168543042,7.60840671,7.839106969,7.76224369,7.562540948,8.625515661,10.0248473,8.167647612,8.054201658,7.239902972,7.102101152,8.169905588,7.407277247,6.767002617,7.884347943,7.277954147,7.054864522,7.453869613,6.925492707,7.74115492,7.135076699,7.605791745,7.93204981,7.717066655,9.348778741,7.666763477,6.833156398,6.289353337,7.353401048,8.426157519,7.236627788,8.171337744,8.452237417,8.201170958,7.593624773,7.618661672,8.093683432,7.94898541,7.958642252,7.772081646,7.328212024,6.813361474,7.430273093,7.663991471,7.794314514,7.549928431,6.334933715,7.975612485,8.89318126,8.220060801,6.507346806,7.778076872,6.803315585,8.178653955,7.647901944
AQP8,5.515204972,6.062144443,5.679620187,5.184310541,5.55396048,5.945373709,3.607555847,6.451568559,7.106372387,7.393163136,7.247044303,7.491755406,5.55636487,7.278838687,7.515258094,6.386121665,6.690539921,5.661745547,7.029223676,7.079155541,6.905041131,8.33166587,5.752891447,7.468260465,6.779318022,7.493110123,5.427393887,7.508497786,5.62417843,4.658219805,6.498202231,6.095453864,7.263270612,5.168050657,5.443315453,8.050840211,7.157573796,6.929556276,6.503854954,4.405928523,7.062848293,4.86092233,7.848767857,5.170965558,8.32512938,5.680297818,6.238903864,7.361029452,6.285301138,4.991068644,7.548749586,6.107686033,7.31759745,7.144003697,5.447639853,5.509554898,5.457649568,7.90837418,6.703082625,5.435509183,7.48159804,5.810612509,5.201294228,6.602548537,6.925819194,6.128588513,4.972684807,6.992280118
AQP9,4.685693367,7.487222222,3.705670352,7.502218587,3.696900574,4.689258404,5.281365532,8.861523682,6.065149234,4.659340933,7.300871319,4.028296313,6.063529456,6.216342927,5.284595985,5.877917563,7.240508163,6.663482271,6.118161185,4.507649572,4.257485975,5.732623997,5.157642991,9.993487794,7.427879376,5.935607049,9.642532375,7.758358983,7.725148394,7.240459672,8.193574756,8.398095147,5.630615258,5.694624755,8.45112841,5.949851212,6.034079939,5.156320701,7.00820405,6.992206725,4.502798266,3.799293143,4.564931159,4.441427319,7.29344548,8.309448593,8.488754276,7.766614351,4.505521244,3.906525556,3.287763157,8.66813069,4.425057382,4.607875529,5.54508287,5.399990309,6.229043583,5.825359681,7.140635061,4.045386877,7.70761657,3.342767346,4.781716661,6.272449651,4.86882125,5.609089631,7.776967877,9.455371599
AQR,9.366833339,9.868456639,9.882629232,9.702726159,9.605009817,9.852762925,9.934337524,9.69875325,9.778503549,9.848606237,9.737329312,10.1161122,9.667740874,9.79691431,9.666577908,10.59562411,9.917142865,9.359568875,9.449271308,9.914734269,11.01031447,9.952431303,10.10063815,9.924311738,9.61023794,9.719871224,10.02459236,10.06168824,10.55068698,10.29629693,9.687798544,9.473229762,9.675192901,8.992867824,9.860093868,9.812801753,9.189788725,9.282379325,9.50953732,9.524946102,9.125821026,9.772702799,9.308186839,8.98076636,9.158868665,9.892837277,9.216633437,9.079777691,9.17879463,9.392872984,9.088654198,8.911278151,9.759281082,9.024052771,9.882896228,9.419849883,9.506145565,9.974422926,9.739356918,9.563410068,9.146642264,10.71014628,9.123191789,9.686126206,9.409191841,9.706152865,9.497747506,9.649315366
AR,7.828762092,7.673077974,7.66261573,9.258247085,8.304834891,7.063677196,7.110726591,8.474961501,8.961604582,8.992335225,8.38241067,7.31446409,9.16013894,6.420856638,7.251202038,8.042096938,8.647794011,7.073777018,7.820092237,7.982893274,8.676329814,8.331373902,8.433648978,7.814100956,7.893755933,8.3723167,7.464239674,8.572391961,5.740138157,7.47227397,8.52838019,6.998161528,7.192868651,4.798713792,7.746489037,8.111016645,7.094879156,8.138122858,8.642272103,8.325928001,7.086319183,7.109473533,8.197681868,8.686324389,8.307785887,7.423385664,8.430804962,7.851766232,6.234574664,8.276518772,7.323261316,5.688582221,7.444404989,6.740943047,8.251386436,8.245593532,7.81676666,7.717542647,7.788756088,7.843372172,8.279885348,7.835802943,8.790885216,8.370663059,7.367683058,9.634897668,6.758690017,9.107104999
ARAF,9.746539764,10.31717474,9.945546182,9.702561514,9.516094283,10.16143648,10.08711948,10.31624587,9.506578603,9.923742999,10.75814799,9.524049762,10.01683427,10.30146248,9.843812576,9.743566186,10.25305835,10.15756418,10.63726085,9.549574506,9.959624305,10.36624567,9.883804329,10.51333869,9.891777875,9.875810139,10.09374131,10.21377571,9.96320424,10.43131113,10.45730011,10.43944358,10.10117241,10.65682361,10.27651934,10.27451171,9.945502922,10.02042269,10.40656381,10.46030648,10.37505166,10.48216001,10.27833889,10.08653265,10.51646544,10.48853204,9.576594216,10.36230555,9.863178656,9.845683183,9.362770921,10.26902841,10.31179153,10.62407946,10.6954239,9.836965411,9.996965134,10.14484126,10.545244,9.846496015,9.956717664,9.872193349,10.12576189,10.13316698,10.39512308,10.02829663,10.67047426,10.50397713
ARAP1,9.367471178,9.736045694,9.382658095,9.332526467,9.520855532,9.548802852,9.466771259,9.131237573,9.565544496,9.282136343,9.566452902,9.243603903,8.789161195,9.164369765,9.923621236,10.11318159,9.15418897,9.001538495,9.422781643,9.306043138,9.123507935,10.02837047,9.318633265,9.75353873,9.172336128,9.228093613,9.559107536,9.042926356,9.557656653,8.258001632,9.57985156,8.70647155,9.276154048,9.702389056,9.110981191,9.351695874,9.589503625,9.327740954,9.225815797,9.719901234,9.227017967,9.119775564,9.011446547,9.052879831,9.25852705,9.093661412,8.083878496,9.48055728,9.254825786,9.025905542,9.483826652,8.701037297,8.930913053,8.852605379,8.737577709,9.055106639,8.556738437,9.553931061,9.051650459,8.842405677,8.502646813,9.012238132,8.996309447,9.201766606,9.806351603,9.602913536,8.818182134,9.795812881
ARAP2,7.99912286,8.701769639,8.343988444,8.322283676,7.38562385,8.796781585,8.438966219,8.343439468,8.196294625,5.881273145,8.27834701,7.328129197,8.366824082,8.973755897,9.69946908,7.794758924,6.702602323,6.732189406,7.445563661,5.914213406,7.702236604,8.786629713,8.544400717,9.148267994,8.540797154,8.453906372,8.789602407,8.442066266,7.5588998,8.721477743,7.718774833,7.762238125,8.378007497,7.696036897,8.509280815,9.057615938,8.244690614,8.041560372,7.625001756,7.231866481,7.802877348,7.932603734,7.79770963,8.131160491,8.943149122,8.195582508,8.335166126,8.213432499,7.592918579,5.493833675,7.853545884,8.160647343,7.762814403,8.661644781,8.161951863,9.164675495,7.884506945,8.914501698,8.820164828,7.656562299,8.816649823,7.688342358,8.684824141,7.81870895,7.08974884,8.495035236,8.209674048,8.693070688
ARAP3,8.758379401,8.539234504,9.275169205,7.917428075,8.594692314,8.405081246,8.206121853,8.438586069,7.55036892,8.754135583,8.90369333,9.382170913,9.048202652,8.723277634,8.402766373,9.132074942,9.449586789,9.11113052,8.215640864,9.563072533,9.108209668,8.210261412,8.578836514,9.241518264,9.193616699,9.018534786,7.82126197,9.239012548,8.94856651,8.052401332,8.876051553,9.173520653,8.898180262,8.309437508,8.961695333,8.229577655,8.630636492,8.744868739,7.930571989,9.723352743,8.036449346,10.34860196,8.895787422,9.270259445,9.150137219,8.151352075,9.027823552,8.877491938,8.332829392,9.226690241,8.154324443,8.37631365,8.302553111,8.495907928,8.796229723,9.006963936,7.904583157,8.710265905,8.219342352,7.87415721,9.147896529,9.875777412,8.677318836,8.681310944,9.365103458,9.306714063,8.707878044,8.956782269
