symbol,GSM368661,GSM368662,GSM368664,GSM368665,GSM368666,GSM368667,GSM368668,GSM368670,GSM368671,GSM368673,GSM368674,GSM368675,GSM368677,GSM368678,GSM368679,GSM368680,GSM368681,GSM368682,GSM368683,GSM368685,GSM368689,GSM368690,GSM368691,GSM368692,GSM368693,GSM368694,GSM368695,GSM368696,GSM368697,GSM368698,GSM368699,GSM368700,GSM368701,GSM368703,GSM368704,GSM368705,GSM368706,GSM368707,GSM368708,GSM368709,GSM368710,GSM368711,GSM368713,GSM368714,GSM368715,GSM368716,GSM368717,GSM368719,GSM368720,GSM368721,GSM368722,GSM368723,GSM368724,GSM368725,GSM368726,GSM368727,GSM368728,GSM368729,GSM368730,GSM368731,GSM368732,GSM368734,GSM368735,GSM368736,GSM368737,GSM368738,GSM368739,GSM368740
ARFGAP3,9.795956584,8.906459607,9.217830364,9.515737308,8.765316321,9.102956651,9.45724618,9.664903783,9.367260685,9.498669307,9.196560846,8.762363886,9.086729624,9.268669903,8.890010995,8.486450493,8.815125305,9.284987007,9.32986037,9.111650266,10.23020506,9.327120523,10.01047101,8.761132131,9.15473782,9.249274495,8.468656218,8.934340637,7.753039605,9.450794972,8.60977287,8.848793338,9.687603854,8.633787057,9.845788973,9.930839643,9.811268948,9.716112505,9.743529568,9.747325881,10.20231401,10.27259927,9.144624746,10.14550942,9.271232156,9.236468622,9.123138635,9.518431876,9.45128253,6.989805084,8.760631541,9.315199931,9.101156367,10.33012319,9.451844055,9.6834634,9.480364309,9.948983232,9.545636143,10.18332266,9.121528835,9.743269783,9.274554798,9.645276171,9.944057966,9.226391639,9.227809165,9.04904334
ARFGEF1,9.935046822,9.694291992,9.665336874,10.75185543,9.902111289,10.2361074,10.48341905,9.650706023,10.19328658,9.905149898,9.515427901,9.748106067,9.520407774,9.958703738,9.491229462,10.21340896,10.61180633,9.645260212,9.837517566,10.51591239,10.65496185,10.68516137,10.27612585,10.71837165,10.8023909,9.281515283,10.69806072,9.67388803,10.21120765,9.388556238,9.946554812,10.62488144,9.926206911,9.32618241,9.704874058,9.581756932,9.168026785,9.459987344,10.16168037,9.870312392,10.5991371,11.03022492,9.928918826,9.963135902,9.945613634,9.710959867,8.822433619,9.457798443,9.410914358,10.12369883,9.966296218,9.48361094,9.477492051,10.04843113,10.55508065,9.298249778,9.784657172,9.510515771,10.12353916,10.49082449,9.429890704,11.2088318,9.815071455,9.832423255,9.689665605,10.0407163,10.20263993,9.413135725
ARFGEF2,9.71102526,9.872594218,9.638847342,9.312817303,9.811868199,10.28941079,10.30737579,8.996328,8.893047457,9.441068405,9.571262801,8.891407875,9.451287326,9.702139291,10.62574108,9.730276997,9.830116798,9.634394743,8.592218509,10.2912467,8.978666728,9.666823763,9.442733363,9.707654505,9.410759723,9.886324424,9.484801277,9.307306394,10.51260637,9.94000779,9.559274655,10.29718698,9.985168575,9.515167423,9.844924294,9.72439042,9.20129893,9.5875661,10.08647483,8.845212736,9.270684211,9.799649956,9.258071216,9.434469558,9.592913773,9.929958539,8.577025262,9.183823625,8.754319839,9.457162911,8.60300476,8.974292802,9.375803712,9.64942566,9.709587926,8.561142312,10.34400428,9.48613491,8.91479164,9.34174278,9.122452356,10.51524272,9.767244452,9.399865185,8.917195954,9.559427324,10.30568695,9.305657496
ARFIP1,8.928267267,9.355811112,9.233190904,8.70534983,9.180915556,9.441110638,9.511100555,8.750816541,9.378050888,9.547413009,8.949532463,8.989109249,9.438891444,9.450935642,8.795454486,9.767771145,8.388707889,9.191592938,9.652350875,9.173927093,8.80335861,9.054370071,9.487757484,9.292142981,8.763999987,9.047575542,9.865028664,8.37198312,8.679728246,8.801474923,8.386170111,9.510643953,9.572976177,9.172659086,9.557182157,8.819159316,8.691399639,9.502206274,9.102722682,8.176954773,9.237925132,8.950306259,9.31521005,8.566751259,8.992047885,9.814560121,7.923748815,9.144246991,9.594959335,9.354453003,9.578607926,8.124126469,9.530079911,8.646198744,8.51955138,8.564911703,9.889665239,8.866505262,9.159726793,8.996017948,9.206648985,9.523613155,7.931939034,9.009646754,6.436784229,8.563739657,8.575064844,8.981147179
ARFIP2,9.908408428,9.741346589,10.0499287,10.18926765,9.942675308,10.06220348,9.987152044,9.687910929,9.862118894,9.673978052,9.573056073,9.207975647,10.20896493,9.690519777,10.65612615,9.345731342,9.783860346,9.844053842,9.984240199,9.916796242,10.13136444,9.749123224,10.06908283,10.09585212,9.968429775,9.661187209,9.697279986,9.902067097,10.05911269,9.731365137,10.35637161,10.33771731,9.919109392,9.903994985,9.685859877,9.260102191,9.806741592,10.52237019,10.35484872,9.717168981,9.942561201,10.59003711,10.14614711,9.81561679,10.76299323,10.15245876,10.09714977,10.03042141,9.804685176,10.47465684,10.73227888,10.2502923,9.750220417,10.30130781,9.357771209,9.086432434,9.86796225,9.113152136,10.0469098,10.14351882,9.896588797,9.57297135,9.78660504,9.861598139,7.818800868,10.0231291,10.03657151,10.52331691
ARFRP1,8.450376998,8.828349097,8.223293781,8.607846078,5.895209473,8.229177299,8.616602523,8.262900943,8.734347087,8.489101833,8.311934046,8.276537998,7.966246662,7.698488671,8.839233958,8.368681283,8.430536102,7.558144596,8.84025226,7.925032781,8.797002319,9.155147913,7.762276208,8.504967452,8.311663464,8.12695743,8.975063763,8.958492214,9.356232301,8.437960302,8.84334341,9.529502135,8.53996739,8.898979684,8.680069337,9.026376879,8.592862301,8.790156635,8.618760929,8.665427023,8.435594533,8.667516555,7.944677571,8.702151187,8.302720741,9.266049853,8.88283371,8.50274527,8.383401324,9.094509646,8.22614035,8.781471088,8.027782069,8.261735559,8.552709101,7.939458315,8.406979313,8.728683501,9.15637004,8.041532397,9.050780757,9.104696057,8.792604081,9.226943572,8.927094249,8.632895118,8.331665512,9.096668327
ARG1,6.242240853,3.319391086,6.65824276,5.254533646,6.440287116,5.684180034,6.295005245,6.821245837,4.58554677,6.154689161,5.200307337,5.039308374,6.208157343,5.596820564,4.743901028,6.694843434,6.012584817,4.306376574,6.336180808,5.886310228,6.290940239,5.488502674,6.447564684,5.383156608,5.975283075,6.537182731,6.726736977,7.408256793,7.422162447,4.512593351,6.412056011,5.486012341,6.835623518,3.66229045,5.021948062,6.712240618,6.270322299,7.276568728,7.080962279,5.831663397,6.321762556,5.549571606,6.23984271,4.643986577,7.629456163,6.748946943,7.064323643,6.016488858,6.267502438,6.422224463,6.202302939,6.731914764,5.965821917,6.620958407,6.105895833,6.797142028,6.616405617,6.022135556,7.250473,4.537119337,5.625842625,5.767682545,6.241540929,6.892785043,7.934847167,6.97389023,6.036502279,7.238531268
ARG2,8.600253658,7.735069979,7.829469661,8.232972838,7.344992915,7.877088723,8.128048617,8.229452993,8.023895564,8.120354078,8.150827484,8.242507268,7.938189669,8.199820646,8.484571045,8.085918486,7.919920987,8.067858878,8.703827972,8.281093587,8.207210377,8.371484774,7.750055188,8.010708545,8.096336504,8.24985063,7.532038758,8.093862492,7.84361474,7.699949108,7.73399617,7.831397196,7.130740275,7.43394391,8.192260272,7.636800751,8.075732351,8.08214893,6.768456433,6.86954193,7.902434194,7.377069706,7.825563301,7.410028778,8.480539096,8.123156509,7.506508001,7.547224589,8.258640072,8.191177231,7.895047861,8.004438504,7.339272917,7.849564138,6.79893391,7.273746735,7.548555553,8.022554421,8.009021486,8.142259468,7.639424001,7.116846341,8.485006092,8.521029728,9.26198981,7.845252276,7.769504521,7.672727397
ARGLU1,11.99534693,10.55102454,10.67162235,10.44056516,11.37008896,10.50818455,10.74545211,11.33913684,12.22071348,11.53309659,11.10974873,10.67269197,10.50737208,10.64220899,11.89896079,10.85958057,10.70891441,10.27418286,10.422236,10.46447626,11.9687356,10.3533027,10.84260112,11.01499024,11.11903142,11.0380435,11.11808821,11.5095288,10.17057749,10.86744768,11.07672213,9.553582756,11.12607801,9.566561551,10.99271518,11.36408289,10.05454812,9.86192008,10.83192058,10.68267525,10.01853489,10.62731096,9.934044585,11.58022621,10.93025372,12.02279389,9.932612453,10.06131005,10.20604865,10.46965677,9.956667075,9.066883051,10.47109427,11.03780223,10.98841094,12.01310651,9.914922021,11.37780688,10.33172762,9.945212973,10.76563271,12.15483058,10.8134914,10.76492985,11.04407856,10.53940595,10.67190081,10.90643036
ARHGAP1,11.0425478,11.62886667,10.43815241,10.71408276,10.68006222,11.25123563,11.43148939,10.57934075,11.04043507,11.57342855,11.0255398,10.76148047,11.21966364,11.16753498,11.10012974,11.59033341,11.24389118,10.93107186,11.77880898,10.55011375,10.94565203,11.23154805,10.86893615,11.42608316,11.19508093,11.33504912,11.06033585,11.24574696,10.01069892,10.01183062,11.61603776,11.56804701,11.1826812,11.46706895,11.82153675,11.15650432,11.29739523,10.96285018,11.45778218,11.36822616,10.39906646,11.0393235,11.24123208,10.45168352,11.13597997,11.28239101,11.13080276,11.08127711,9.897573172,10.47417988,11.17563521,10.94440404,10.90791023,10.61549161,11.43712831,10.89632373,9.651778255,11.46192855,11.22782568,11.06244447,10.57878243,10.56839775,11.50669988,11.11300146,10.99496976,10.66773469,11.24454419,11.05346306
ARHGAP10,8.214550551,8.367293726,8.202858803,7.962638052,7.474696604,7.443218579,8.718569232,8.025878969,8.124039496,8.978438252,8.460272635,7.672012779,8.147359352,8.505529346,8.189468993,8.078532977,7.375880086,8.110113598,8.07847839,7.904018891,8.332455049,7.817563164,7.153520687,7.978819125,8.004280523,7.857480332,7.903071368,8.415008151,8.345920067,7.284319968,7.95678034,8.095581149,8.284206601,7.764707391,8.334449513,8.398801337,8.360687611,8.463508148,7.278526274,6.298799036,7.372482597,4.840030698,8.2367965,7.892511923,7.835709396,8.106651858,4.621711639,8.260396366,7.740349722,7.975729158,7.765307024,8.012344913,7.082575008,6.998235377,7.674853178,7.502351268,7.052031903,8.010680567,7.814417215,7.080282309,7.555359769,4.95289228,7.329294835,8.492304285,7.06015543,8.746567952,7.439417764,7.963520293
ARHGAP11A,6.867532399,6.005181015,6.771041558,6.209456077,6.740810044,4.753890625,7.051972032,6.082368045,6.548497043,7.287042023,5.520436143,7.0943573,6.615339314,6.531451273,6.818584206,3.506853304,3.191657494,7.059174099,6.895849913,6.669026481,7.688479441,6.480904826,6.328111989,6.541762705,6.357226386,7.182027954,4.309690228,5.598857911,7.29688792,6.536993431,5.39172844,5.336223739,6.551008901,4.165760675,5.071326416,5.082757544,5.64423549,7.456305346,6.470428101,4.351315188,5.446316588,6.568065292,6.569989166,6.544554581,5.554263166,6.488162892,5.286740256,6.432086762,5.742129652,6.319498097,5.537642364,6.807472164,6.599342434,4.953355954,6.806723901,7.054151967,6.403318574,6.865418918,6.184749342,6.953309939,5.752298627,7.449236037,2.99674474,6.848254489,7.197670858,4.39370244,6.537417114,5.058018758
ARHGAP12,8.257744813,8.320583357,8.391810307,8.242551898,8.379380565,8.826070606,8.672226624,8.185165164,8.645356969,8.713791351,7.93218089,7.202968062,8.38377748,8.71916883,7.349603616,8.715772917,8.5153763,8.560148962,8.640121221,8.377064914,8.501056593,7.911277987,8.766128391,7.896000922,9.081585339,8.735757156,8.735609108,7.445006603,8.492464079,8.690085638,7.981375257,8.924406992,7.859390777,8.251518875,8.669656196,8.138678734,7.785438634,7.975999531,8.386689024,8.168675447,8.179806008,8.014670869,7.711389438,9.167943462,8.073460442,8.389364735,7.558189394,8.019889944,8.617644144,8.015517394,8.611147867,8.571890874,8.630765538,7.715549065,8.153460759,7.871404527,8.689466918,8.940406816,8.659137845,8.871681719,7.663433634,8.611645486,8.641815058,8.09398547,7.073760956,9.350924051,8.07180209,8.455138265
ARHGAP17,9.112994361,10.66897504,9.351461322,9.548676987,9.542329598,9.293749806,9.638285302,9.411172516,9.6818299,10.16319582,10.71013541,9.839213227,9.361740772,9.934717224,9.051520301,9.670093618,9.552541838,10.11810066,9.373215221,10.19412526,9.724269584,9.91989883,10.08140996,9.9440458,9.797148662,9.558614183,10.12868288,10.43529665,9.319610439,10.25029718,9.726137623,8.987606132,9.361913364,9.760223538,10.01734045,11.21318727,9.785254015,9.669552131,9.84192944,9.304377029,9.649330459,9.636290126,9.476384941,8.685786785,9.130088933,9.379851433,9.973264167,10.09992674,8.775665105,8.952029553,9.536468975,9.303161201,9.986969622,9.454581702,9.75345884,9.697785828,8.504974695,10.94272173,9.735656274,9.009580596,9.897960403,8.849273831,9.256713162,9.615308678,9.624398011,10.79188241,8.800996908,9.649497125
ARHGAP19,7.096088633,7.293919833,6.734535244,7.153137754,7.194325222,6.248962969,6.495236707,6.72645102,6.638949895,7.719592651,6.589195256,6.734796208,6.851931932,6.362453527,6.200667313,5.220463392,5.789672052,7.253753772,6.358656484,6.021827575,5.751731798,4.904033463,6.023297053,6.233689611,7.094979164,6.712738242,6.295820397,6.149944255,6.901600232,6.845632327,5.259021109,6.774532816,7.049089262,6.327058632,4.504976017,7.223812085,6.311807928,7.344587584,6.653664944,6.79983833,7.528441651,5.825205618,6.591194441,7.734011806,6.641210489,3.564456286,7.169622275,7.299527904,6.673445592,6.864658983,6.182151745,5.358894793,7.373018965,5.797172221,6.893021965,7.097231068,6.500568557,7.183043903,6.704722909,6.510295712,5.974207186,7.461066991,3.606434105,6.606620417,6.015675617,6.319624892,7.248762571,4.805452785
ARHGAP22,7.457888718,7.245141333,5.926235337,7.217634718,7.557247582,6.28895745,4.683484684,7.183417141,5.070220867,8.141291802,7.09041528,6.591775499,7.032785903,6.806489099,6.201639413,7.075025773,6.592551522,7.7924508,7.984784665,8.169665984,5.891768676,6.054640681,6.970156127,7.113631182,5.70040824,7.381925248,7.153507105,5.103641799,5.624837318,6.260351657,7.096306176,6.084024488,5.20470996,5.961579812,6.941550839,4.544356335,6.471928921,7.4282219,7.575247797,6.696229823,4.956987304,6.341483811,5.40539807,7.019274254,5.493397144,5.013023128,7.628531738,5.700907572,6.384280377,6.544391776,6.496714181,5.366636257,7.179722937,5.301865255,7.821925045,6.779110006,5.057166081,7.573054066,5.749061491,6.353903588,5.613875771,5.136601766,5.570566408,8.153443322,5.800620207,6.751546075,7.068638686,7.486774322
ARHGAP24,7.548063034,7.110820734,7.210175201,6.734634914,7.006258984,6.7845748,7.077578754,7.273049119,7.314669811,7.043781288,7.410890745,7.597952815,6.681625991,6.919784328,6.676510683,6.975756535,7.399968967,6.296332019,6.297158219,7.706209703,6.917901826,8.001541724,6.716358506,7.050598409,7.213104234,6.241839473,6.629631122,6.385637682,8.068663477,6.951059063,7.708337608,7.444532047,6.882866637,7.107930146,7.178364176,7.667741823,5.368658273,7.719477172,7.042595249,5.906557001,6.90456772,5.82702351,7.357061815,6.343002193,7.049939036,4.829597222,6.400267299,6.793157701,6.542633924,7.081502555,4.265583219,7.204864819,6.254230269,6.772259598,5.772408379,6.490125851,6.774362923,8.514712518,6.188717079,7.580622192,6.927250309,3.805775362,7.832736956,7.221659485,6.167503576,6.871606259,6.912181734,6.130026575
ARHGAP25,7.924357493,9.204974007,8.318786722,7.874508818,8.981365334,8.804603702,8.808160519,8.795679515,7.948134939,8.814644954,9.541603537,7.184222367,7.535450202,9.148663726,7.518230335,7.9215687,7.898292211,8.200383648,8.279835806,8.295865716,7.43466874,8.823537868,8.006625466,7.856689298,7.334849973,7.723427252,8.147473264,8.918768521,8.485161094,7.741183951,7.383104466,8.234319019,7.51305423,7.646759225,8.773272682,10.25681707,7.897870787,8.934696409,7.358792846,7.627623143,6.827937133,7.039099025,7.485057008,7.729905757,7.415785298,7.887884191,7.695662851,8.569291071,7.360370819,7.407769132,7.565875211,7.903447269,7.993957375,7.84359139,8.061964763,7.9837887,7.989107923,10.2876999,8.582013126,8.40727799,6.900833248,7.256574957,6.719573669,8.493292704,8.591263981,7.668812918,7.768974727,7.37896212
ARHGAP26,8.846391178,8.637645007,8.073407243,8.125971994,7.942390186,8.46928496,8.215893323,8.425891157,8.782063958,7.394006814,8.219442501,7.51228082,8.967929525,8.702153877,8.250507586,8.944488586,8.490137306,8.609903288,8.95627944,8.715851081,9.878621044,9.236729699,8.604911749,9.507389993,8.356529087,8.713208981,9.550585,8.621933324,9.338343237,8.393347855,8.246343224,8.417990286,8.68203822,8.308425292,8.71712319,8.193229713,8.750501494,8.95151342,8.610023242,8.156843283,8.821701051,8.543865903,9.430195485,8.571088795,8.506889423,9.162696379,7.421222909,8.36606429,7.419236068,8.265542658,8.368835555,9.159190586,10.04576178,8.949914357,8.009180283,9.105907376,8.003517415,8.923446084,8.469604817,8.342503056,8.144760127,9.036737324,8.757061087,8.729504747,9.355214517,8.432615295,7.986605735,8.508624988
ARHGAP28,6.721508127,3.984440655,2.792955608,3.061637392,3.252533066,6.489434247,6.840423293,6.391284114,4.552413572,3.980469066,7.358590017,6.92339831,7.046476562,4.167772147,4.486520335,5.368163601,6.780944968,6.221994516,5.358133251,4.569896105,2.808480633,7.198434061,6.3756949,6.996524478,6.393449638,6.724084183,4.53011512,7.752645066,7.065829176,3.983330487,4.331632753,6.339520437,6.368574456,6.446650719,5.970245767,4.985147637,6.633269834,7.27528014,4.242578197,2.343408665,6.833258251,3.729894399,4.287875886,6.783865072,6.752530021,4.146524784,4.15447237,7.305131731,5.893199758,6.632964658,5.718977467,6.897005383,4.070401924,6.589548233,4.708335455,3.770324635,6.853280516,7.060576911,3.695364439,4.330054298,3.50850421,6.37175543,6.440109616,7.509630704,6.041396803,6.120120498,3.895324742,6.376453829
ARHGAP29,9.705143345,9.291056903,10.46965208,11.0950413,10.99701758,10.20328172,10.59148655,10.94175325,11.12133669,9.949036338,10.62779548,9.816729438,9.540380568,11.0196463,11.42249951,10.64394126,11.55199699,11.14871301,10.45329412,11.38864066,9.169204666,10.78704693,10.67671572,11.1109102,9.944763667,10.5104686,11.21813427,10.08301633,9.859828688,10.11117912,9.535948404,10.94098478,10.38007913,10.50113343,9.986901737,10.22913335,10.9652923,11.32161569,11.32995879,10.53021279,10.5242617,10.73852175,10.490991,11.43862936,9.938265917,12.24496693,10.29608698,10.5698498,11.56670812,8.6781393,11.76498892,10.77713451,10.31473753,10.3873415,10.90527294,11.18306644,9.846530422,9.990547477,10.4753965,10.9898901,10.12894704,9.581572278,10.44276557,10.78117185,9.65031548,10.79200562,10.54769149,10.36902296
ARHGAP32,8.636118306,8.850201133,6.988441271,8.516054536,7.783882694,8.036396311,8.277383741,7.950374845,8.374065177,8.741289872,7.960661907,8.435215112,7.6934349,6.312446062,8.415343236,8.269947604,8.605222397,8.111366986,8.99640082,8.049340275,10.07359056,8.859792638,7.907741643,8.918877757,7.638930427,8.406873181,9.001867208,7.582212707,8.779776884,6.433148027,7.096557749,9.38412205,7.295560139,9.052232242,8.02018177,8.369336903,7.837680386,7.584157849,7.942319256,7.436823845,7.400785965,8.165187035,6.765343946,7.82008172,8.408303192,6.773762697,7.059035016,7.286142453,5.89382328,7.473700098,7.415163391,8.118573018,7.876343518,8.570527072,8.166716024,7.740149829,7.936321911,7.395855733,8.104144505,9.364016338,7.710536235,9.026544737,8.21081333,7.973408933,7.323422383,7.341930797,8.427678083,8.317889917
ARHGAP33,8.49801436,7.879725607,7.996063727,7.314818584,8.45515731,7.531191175,6.129767245,8.304040084,6.108248687,8.271583142,5.155089106,7.763095178,4.482399922,7.697328746,6.918638789,8.306066374,6.248937503,7.895912966,5.901495483,7.950687616,9.014299322,7.9216611,6.831223485,7.784577908,7.551168095,6.458674843,6.866381343,7.381431254,6.965386797,7.803238629,7.773809635,7.996673266,8.080257615,5.455812939,7.337238254,7.830589563,5.792759283,6.41104632,7.758843488,7.403242818,8.89053379,6.274070938,5.024034233,8.015076713,4.862947485,8.130498886,7.674189965,8.047249916,8.560688358,5.061076858,5.942044914,8.469550648,9.110871384,8.610854647,7.909787631,8.188022121,5.691472148,7.999765608,5.75029036,8.487653875,5.291959942,7.825556817,7.949083607,7.807540974,7.069487311,8.526537341,7.805302736,5.207337235
ARHGAP35,7.529126231,7.960190358,8.038101068,7.966282456,8.332840781,7.970541577,8.211966696,7.872462242,7.389693708,8.010508875,8.243657878,8.171812078,8.336205616,7.60886054,7.265486543,7.987484107,8.428060344,7.993170313,8.955145379,8.157077122,7.981837534,8.411720996,7.566069597,7.665658832,7.377349283,8.385638583,8.314304591,8.512977596,8.779933429,7.909839986,7.944561747,8.210935807,7.945556432,7.477643256,8.086516331,8.057244745,5.39211041,8.19065559,7.677298068,8.0538003,7.543658216,8.008163339,7.873272517,7.691277859,7.744430023,7.785540834,7.19333259,7.345984921,7.765280897,8.086732455,7.575593629,6.159529073,7.334423889,7.962924946,7.919085098,7.7512853,6.769684667,8.538191568,8.082027769,7.640304973,6.855236636,7.723321485,7.558934448,7.843570371,7.449123511,8.038985729,7.481312741,7.757814499
ARHGAP4,8.109941855,7.472077825,7.624521479,7.979753865,7.719013766,7.598172387,7.984031497,6.753025322,6.513052349,3.815748387,8.788379827,7.743499804,7.578784716,7.825323751,8.72345541,7.027398169,7.626628192,7.066154102,5.18780645,6.084358645,6.36584041,8.815247468,6.516115573,6.822659811,3.397525899,6.721029992,7.118448673,7.202323143,7.293635712,4.026428335,6.857453811,7.445617448,7.142185612,6.585902921,7.096645071,8.673844783,7.847866082,5.945002152,7.263625087,6.305380193,4.128982668,4.967994731,4.97484569,6.747078841,7.692329669,7.386601923,6.508038155,7.814424533,4.562285691,6.928959881,4.446689438,7.546486467,7.728364802,7.798717407,6.219032806,5.513705897,4.229800922,9.595980012,6.990353104,6.240262128,7.566028694,7.604966943,6.721344965,7.228378062,6.930688103,5.072624514,7.451618168,5.777427487
ARHGAP44,8.394142325,8.311728145,7.56098152,7.342977574,6.959718445,7.61538056,7.860161848,8.552332512,8.257684708,7.177818846,7.833895718,7.966435705,7.521196274,7.231458904,6.812702988,7.581181169,7.536529033,7.293687524,7.761624046,6.775592711,8.396137735,7.935165882,7.581592075,7.595718698,7.90619708,7.593952101,8.490311283,7.74044013,6.983697366,8.441134942,7.243396552,6.895532347,7.159175012,7.697483608,7.643864706,8.248606517,7.070181556,8.220580651,7.227748269,6.512934922,7.444168178,7.271534222,8.135692174,7.282866381,8.128683485,7.355742056,7.579530977,7.552337699,7.372195008,7.477250103,5.720356436,7.881908678,6.977006492,7.718806415,7.377187573,7.791973425,7.748238212,8.429284405,7.392693347,8.361509867,7.614822037,7.979768423,7.612349006,8.76208444,6.651930485,7.806452066,7.616306269,8.269124373
ARHGAP45,7.092731179,7.689460233,6.633722291,7.587481278,7.085465742,7.558983799,7.38964852,6.64502915,7.256212432,6.322668156,8.275717623,7.077480847,6.747842059,8.000742445,7.007030657,7.227627063,7.775169598,7.342943621,7.882185453,7.298902906,7.752858424,7.608796672,6.037121969,7.275856584,6.879548157,7.746254278,7.021178664,7.996182037,7.684641438,6.334461735,7.046436715,7.668140106,7.209408107,7.291948418,7.456867441,8.91204108,6.451718131,8.15807797,6.911575908,6.316559458,6.818259345,6.795621324,7.385352761,6.676795123,7.040972851,6.955804452,6.576456023,6.697236435,6.272747541,7.017132162,7.023210647,6.923911886,6.548453166,6.643638326,6.96009055,5.788618927,6.89190998,8.493866715,6.2258812,5.163992736,5.954753322,7.002117797,7.411386688,7.12482506,5.599664752,7.253395689,6.445652558,6.531981467
ARHGAP5,9.353655846,9.286529393,8.737183767,8.646996401,9.69408436,8.925274343,9.103465165,9.384370792,9.545503865,9.782157404,9.079573733,9.733995999,8.994282044,9.484413287,8.663336561,9.735662827,9.75067324,9.325017951,8.305153247,9.661806602,9.30091574,9.155914766,9.135654847,9.677206749,9.408042808,9.179401572,9.838063618,8.886542497,9.569817922,9.807304865,8.530963509,9.842015066,9.589999346,8.818922074,9.525632156,8.749484331,9.120000417,9.198260951,8.38680055,8.47363058,8.98039397,8.823546606,8.546313337,8.577353468,8.877095568,9.610764691,8.37387074,8.105061168,7.735539106,8.363294969,8.673773392,8.07407818,9.363862902,8.806647182,9.291667967,8.468840562,8.937174953,8.976613304,9.026013522,9.921919701,8.698125225,9.011513992,9.079674772,9.234806385,8.840035357,9.278704734,9.023455713,9.300094442
ARHGAP6,5.197382856,6.294982092,6.349004344,6.549925957,8.345499931,6.794200467,6.626385429,6.723720731,6.097611222,10.94657865,6.738474949,5.863512042,6.36075612,6.627864855,9.319295826,7.378315026,4.175066726,8.719710181,6.847659052,6.593775658,6.808301041,7.733671527,7.106997484,6.604203478,3.911816455,6.619870411,7.194893145,8.009405176,6.405994278,4.558286762,5.896730254,4.658381972,5.094583812,6.092694458,7.624346773,7.698820893,6.773511594,8.182148285,7.040821965,7.914380053,6.337023798,7.297537051,8.046400031,7.993280603,6.373086852,4.306377588,6.620376096,8.192340583,5.87375315,3.785934632,5.179273682,6.073415854,6.45516277,6.934635866,6.626690225,7.897044392,6.115544595,7.406708577,8.276616242,4.187913124,7.111456226,6.087974999,7.238659887,9.480098457,7.019717391,8.279591203,5.799959574,8.097007182
ARHGDIA,10.8958746,10.35705595,10.00554253,10.12607952,10.21849247,10.36935206,10.35874791,10.25562029,10.51217358,10.14431454,10.90892495,10.69065357,9.774098597,10.67142817,10.55906659,10.71362512,10.35075922,10.45341987,10.59422711,10.02470307,10.5956503,10.3724412,10.4984813,10.61424163,10.28226793,10.36849384,10.30640817,10.24531206,10.22117594,10.53220094,10.33011965,10.52513761,10.70210318,10.08925631,10.63725279,11.54082758,11.0332755,10.08710337,10.64086927,10.94576227,10.21907897,9.937907949,10.17904471,9.799529897,10.60730608,10.47106599,10.32771778,10.37874432,9.922099426,10.06427849,10.37594524,11.35196337,10.0839514,11.17141862,9.849154292,9.995553465,9.687535148,10.85652903,10.2121605,10.66373774,9.859383004,9.500609181,11.12450199,10.9626168,10.4537922,10.17396577,11.40502191,10.5267365
ARHGDIB,9.74479736,12.32617908,9.051310857,11.32794726,9.738290389,11.58846906,11.71168282,11.60202564,10.33217171,9.710655199,12.76616358,10.3822363,10.43083465,11.94164963,8.152092427,10.44854405,10.49347221,10.48886796,10.56837677,10.36169642,8.790480242,11.15210104,10.68451573,10.46182907,10.09534304,11.02656323,11.03209526,11.08826407,10.41837017,9.401257266,11.32416291,10.9198076,9.504742129,10.27425751,12.07812746,13.21317229,11.29162097,10.16827162,11.35591488,9.444700336,9.545777737,9.97710994,10.4946234,8.668152465,10.50772856,11.26740185,10.31222104,12.06354907,8.802468062,9.259965823,9.002563754,11.09738552,11.88072032,9.443957402,11.07378176,11.14099111,10.28327303,13.07172812,10.19119536,9.735650845,10.51599649,9.245128344,9.175125068,10.13845855,10.35319712,8.728760024,10.81197276,11.09236187
ARHGDIG,7.233214834,6.886598782,6.898855409,6.504132928,6.686119082,6.718050474,6.283358375,6.949567155,6.469312612,6.467834107,6.385117804,6.845375564,7.1855667,6.834507068,7.503207088,6.728389018,7.199724238,7.383247799,7.436780199,5.816641297,6.640764327,7.972035939,6.649894995,7.05552884,6.549678663,7.362776592,6.942764986,7.985528273,7.111994038,6.507841643,6.670173593,6.761977842,7.259883054,6.536861968,7.035442185,6.606516103,6.357346009,5.226618871,4.022634435,6.295849263,6.482298383,6.815206798,7.413091328,6.198455989,7.151910197,7.449560426,6.326169749,6.59915634,7.415593195,6.346010363,7.401549082,7.538223829,6.890796094,7.682773085,6.57612902,6.748056222,6.309088887,7.257770968,8.326042436,7.466962855,6.324642747,6.94739525,7.008470647,7.330002073,8.582130709,6.989354569,5.934197868,6.453128476
