symbol,GSM642933,GSM642935,GSM642936,GSM642937,GSM642938,GSM642939,GSM642940,GSM642941,GSM642943,GSM642944,GSM642945,GSM642946,GSM642947,GSM642948,GSM642949,GSM642951,GSM642953,GSM642955,GSM642956,GSM642957,GSM642958,GSM642959,GSM642960,GSM642961,GSM642964,GSM642966,GSM642967,GSM642968,GSM642969,GSM642972,GSM642973,GSM642974,GSM642976,GSM642978,GSM642979,GSM642980,GSM642981,GSM642983,GSM642984,GSM642985,GSM642987,GSM642988,GSM642989,GSM642991,GSM642992,GSM642994,GSM642996,GSM642997,GSM642998,GSM642999,GSM643000,GSM643002,GSM643006,GSM643007,GSM643008,GSM643009,GSM643010,GSM643011,GSM643012,GSM643014,GSM643015,GSM643016,GSM643017,GSM643019,GSM643020,GSM643022,GSM643024,GSM643026,GSM643027,GSM643028,GSM643029,GSM643030,GSM643031,GSM643032,GSM643033,GSM643035,GSM643036,GSM643037,GSM643038
MARCH6,11.6463,11.177,11.1795,10.4131,10.8024,11.8334,11.1108,10.5131,11.052,11.1382,10.314,9.65665,10.718,11.8174,10.8009,10.8989,11.7078,11.0314,11.8516,11.0351,11.0138,10.7402,10.3294,10.961,10.5299,11.0147,10.8208,11.2697,12.4427,10.5142,11.564,11.4125,11.312,11.2907,9.922,10.7953,10.8204,11.5603,9.95925,12.28,10.5339,11.2562,11.7531,10.8353,11.038,11.0895,10.1116,10.6876,11.675,11.1089,10.8471,10.8783,11.5339,11.2499,11.0264,11.727,9.95196,11.0765,12.0278,10.3286,10.8097,10.7936,9.74969,11.8043,11.0544,11.1041,11.4833,10.5814,10.599,10.5892,11.8025,11.2835,9.65306,10.913,11.1682,10.558,10.8393,10.0919,10.5777
MARCH7,10.1372,9.42477,9.36786,9.77686,10.3386,10.3926,9.94385,9.05593,9.44172,8.82974,9.10454,9.90374,9.34561,9.83461,10.0244,9.35365,9.97723,9.90266,10.6713,10.3202,10.3657,9.76382,9.89082,10.2206,10.7095,9.6266,10.0002,10.2061,10.2174,9.56647,10.4492,10.032,10.5138,10.2524,9.10046,9.97254,9.38646,10.4017,9.7075,11.2658,10.4182,9.73336,9.99555,10.0359,10.0915,10.6832,10.9416,10.5657,10.3443,9.91421,9.97455,10.2224,9.40024,9.84309,10.0759,10.8548,9.72166,9.43323,9.52257,10.3925,9.14789,9.84385,9.33917,9.50946,10.8105,10.295,9.19083,10.3378,9.54393,9.95974,10.358,9.48605,9.46833,9.25869,9.94403,10.1172,9.68406,9.35999,9.83962
MARCH8,7.88254,9.73929,6.88061,7.99915,8.17977,7.41138,6.62899,7.23529,7.51012,7.06628,6.75394,8.28797,6.98541,8.40641,7.83234,8.54635,7.30389,8.36895,7.94611,7.81641,8.00064,7.46545,6.90696,7.18317,7.7118,7.89538,7.8684,7.98956,8.13976,8.38682,8.58105,9.01408,6.86071,8.19202,9.0305,7.66459,7.87174,8.05165,8.30693,6.66375,7.8511,8.36937,7.59846,7.90503,8.08163,8.3691,7.81691,8.6784,8.77692,8.61953,8.03267,7.99753,8.66115,9.83023,8.46221,7.89198,7.23718,7.84174,8.57323,8.11156,8.03927,8.00727,7.58171,8.08494,8.20873,8.814,7.74586,7.47191,6.85928,8.51186,7.15088,7.97083,8.4367,7.34004,7.72991,7.35399,8.5721,6.92545,7.68618
MARCH9,5.05308,5.07743,5.63653,5.30513,5.56517,4.73334,4.2761,5.87127,5.42636,5.10865,4.84081,4.19496,5.71912,5.83152,5.19952,5.52397,4.09816,4.26618,5.00293,7.41181,5.10897,5.8561,3.89193,4.19876,6.06638,5.44953,4.53319,3.84479,4.23351,6.34517,4.22888,5.03725,5.11993,5.28408,5.73435,4.27692,6.34616,5.40278,5.02827,3.85297,5.98085,4.22363,5.32036,3.7859,4.36416,5.46854,4.8201,6.23493,3.88807,4.97658,5.60637,5.00211,4.74781,5.46464,4.24838,4.40666,4.31128,4.07893,4.93644,4.72504,5.00731,4.73309,4.20032,5.57123,4.2086,4.27986,5.24026,4.65187,4.91077,5.13902,3.83533,4.45582,5.2235,5.10679,5.09833,5.00045,5.03769,6.43377,7.05465
MARCKS,10.4324,10.5754,11.2366,11.0654,11.9774,8.66772,10.5665,10.2943,10.6706,11.489,10.9723,11.2446,11.4715,10.5612,11.8837,11.1325,11.9416,11.0696,11.0245,10.6451,10.0916,10.9067,11.61,11.9017,10.9663,10.8387,10.5321,10.0692,11.5921,10.5658,9.74252,10.3271,11.578,12.3909,11.2868,10.8391,10.047,10.2634,11.4954,10.9843,11.8343,10.9097,11.0282,11.8964,11.8307,8.95693,12.3864,10.3517,11.2851,9.90312,10.8434,10.7575,11.4492,9.09248,11.9761,11.0812,12.4734,11.6997,10.4298,10.772,11.5365,10.1329,11.6254,9.04644,11.6356,10.8577,11.4026,10.2651,12.0699,11.2372,11.7848,11.0181,9.1897,12.0423,11.065,11.7654,11.1346,11.7208,10.8192
MARCKSL1,8.86728,12.3227,10.4315,10.7455,12.5323,12.3016,9.23861,11.4973,11.5448,11.3816,10.4975,11.6903,11.041,10.3397,9.36767,8.63436,11.1566,11.3714,9.79414,10.7466,10.9058,9.75795,10.0216,10.8766,9.73375,10.7338,10.4005,10.8584,10.5388,10.7577,9.06499,12.0855,11.5417,10.6311,7.23742,11.0589,9.56512,10.4429,10.3759,11.9726,10.6992,10.0539,11.0826,9.97924,11.0795,11.1105,9.94157,11.5184,10.5699,8.81522,9.8239,11.3466,9.47433,10.3007,11.3278,10.72,11.7069,11.5994,10.6324,8.74543,9.98728,11.0656,12.0506,10.8947,11.8527,9.61413,10.6642,10.7831,9.89143,9.20716,10.8673,11.1537,11.7364,11.8006,10.4121,10.5161,10.3087,10.6369,11.9551
MARCO,4.7652,2.38393,5.77218,2.11046,3.3089,2.09203,2.21194,2.16003,3.2754,2.20651,5.08964,2.51157,3.24023,2.20529,3.59137,2.17591,2.29362,2.6557,3.41581,1.79166,2.1473,2.10951,2.01576,2.13869,4.40795,3.03144,2.22946,4.94211,2.14778,4.30242,2.13017,2.16585,4.56486,7.14621,7.85062,2.28083,2.15349,2.29746,2.07035,1.80654,2.96126,2.16848,2.07032,2.62061,2.28351,1.79396,2.20651,1.77432,2.23883,5.01462,2.22138,2.24419,2.56281,2.20065,5.92391,2.18318,5.3505,2.17597,1.79754,2.15878,1.76434,2.16293,6.69346,2.12556,2.12359,5.83828,2.17159,2.15503,5.98354,1.81219,1.9006,2.38115,2.18333,4.28726,1.99823,3.66405,2.2435,6.5347,4.09941
MARK1,3.19323,3.04489,4.92916,4.64841,4.20018,5.11769,4.78181,5.47608,5.16865,4.41305,3.23205,3.21765,3.73708,3.40818,4.5295,5.82521,3.18151,4.82733,3.63697,3.6321,4.28667,5.1224,3.25781,5.07045,3.08975,4.94607,4.58539,2.77502,3.66502,3.52124,3.39043,3.54505,3.3202,4.45951,3.17129,3.47881,3.13911,5.70265,3.26993,3.97641,5.73354,3.10377,3.53729,3.64011,6.13862,5.11813,4.7672,3.22937,3.68575,4.7646,4.92756,4.15067,5.85798,3.30911,3.52943,3.76978,4.35594,3.5328,3.85918,3.65413,4.91578,3.57901,3.40689,3.56858,3.64281,3.55125,3.11935,3.17921,3.27982,3.52674,3.2823,3.53673,3.43366,3.7839,4.20895,3.63459,4.5409,4.25213,2.9869
MARK2,4.32148,5.08272,4.20792,4.71318,4.08835,5.48224,4.30097,4.22893,5.79624,4.84425,4.56464,4.18793,4.41817,4.29025,4.12043,4.18481,4.07204,4.27383,4.24697,4.09972,4.23908,4.23053,4.02185,4.79602,3.8392,5.27192,4.24657,5.67123,4.15017,4.21863,4.40487,4.30903,4.31241,4.90626,4.45814,4.43856,4.16619,4.49788,4.1424,4.43035,4.43703,4.1786,5.22464,5.26186,4.87929,4.81552,4.11118,3.99918,4.11321,5.06884,4.58254,4.19233,4.764,4.28798,4.27352,4.4626,4.26419,4.27559,4.24467,5.37754,4.17058,4.50603,4.2325,4.29453,4.15912,4.06278,4.22379,4.87548,4.20557,4.25528,4.14121,4.61076,4.09537,4.22002,4.17306,5.60839,4.69718,4.67932,4.8234
MARK3,8.12351,7.75698,7.07562,8.11197,8.2829,7.92985,6.93144,8.28978,7.99283,7.48772,7.43296,7.85772,8.5051,8.11976,7.44911,7.77441,8.16113,7.00789,7.43744,7.57671,7.92559,8.46717,7.68403,8.02915,7.96611,8.92261,8.44593,7.22546,7.04159,8.07755,6.81613,7.84057,7.62795,9.96321,7.72659,9.08734,6.39023,8.01795,5.98184,7.4652,7.50954,7.52617,8.3512,8.12087,7.45041,8.55384,7.35414,7.73596,8.23299,5.46381,7.84621,8.22515,7.72972,8.08092,7.19695,8.04834,7.93556,7.61805,7.37076,8.75617,8.1443,7.67986,7.38627,6.97498,8.22798,6.81916,7.51797,6.96791,8.18904,8.05776,7.93449,8.14887,7.47358,7.99125,7.58956,7.91759,7.54725,8.7709,8.7312
MARK4,7.07688,7.18945,8.025,7.73703,9.22531,8.41129,6.78116,7.68356,6.83887,7.55668,7.04039,7.61304,8.06098,7.17907,6.71739,7.23151,6.64932,6.58322,5.83345,7.31001,6.34043,5.81296,6.69222,6.71653,6.70586,7.23999,6.40636,5.62289,6.6365,7.50553,7.55223,7.01823,7.20002,7.88828,8.27284,7.29053,7.47029,8.04249,7.58563,6.80692,6.1616,7.21981,7.52993,7.91734,7.18253,7.0792,7.45924,8.51189,8.23977,7.36187,7.59238,8.11325,7.70126,8.07125,7.85485,7.83992,8.06199,7.59417,6.51976,6.69294,6.39953,7.13231,7.29024,6.70878,10.6779,6.86442,7.30393,7.00988,7.19768,6.72655,7.07518,6.78661,7.45431,7.78477,7.32426,7.11293,7.03167,6.89814,6.40335
MARS2,4.71396,5.52686,4.4962,5.35674,5.40877,5.20451,6.57065,4.4944,4.48204,4.82127,4.78338,6.40679,5.55413,5.56976,4.22864,4.44286,4.97111,4.63917,3.8988,4.95116,4.0616,5.7248,4.54348,4.70122,5.45823,5.16027,4.79714,4.74793,5.44257,4.41312,4.84734,4.29872,6.10076,4.92733,3.80138,4.86494,5.79246,5.25168,6.83049,5.68983,5.69496,5.80814,5.13817,5.01861,4.20218,4.82163,5.87322,5.41478,4.48599,5.67335,5.07406,4.98353,4.78147,3.4088,4.20421,4.78713,4.74517,4.82229,5.21308,4.55021,6.42181,5.1809,4.814,6.23758,4.98353,5.26338,4.78118,4.55082,5.27004,5.02286,4.94171,5.2641,5.71186,4.38314,4.59934,4.29708,5.84389,5.51175,4.72276
MARVELD1,7.78152,7.33827,6.53819,8.40068,7.98975,6.3941,6.55068,6.86265,6.279,7.48461,5.91523,8.41011,8.17988,7.61053,8.98958,8.10543,8.70472,6.84025,8.74468,6.93295,7.72625,6.80584,6.7104,7.6374,8.06041,6.22032,6.48816,7.002,8.43239,8.55051,5.53842,7.64343,6.29286,7.35933,8.16057,6.28652,6.38685,7.03112,5.84355,7.58216,6.8072,7.66651,7.41184,8.57677,8.15035,5.35564,8.59717,7.66335,8.64882,6.57587,6.77721,6.29429,7.81524,7.90269,8.45918,7.3726,9.17428,7.94468,6.7001,6.78644,7.1478,5.7206,6.85223,7.8411,7.60696,7.3497,7.98886,6.29063,8.13159,7.5844,6.73911,7.65265,6.64009,8.65868,7.56248,8.00191,6.77022,7.11329,6.9918
MARVELD2,8.43179,8.94341,7.61734,8.89809,9.26985,8.37527,9.80017,9.41832,8.85939,8.35105,8.29397,8.34772,8.85703,8.10343,8.45371,9.23525,8.35544,8.38158,8.3413,8.04454,8.33939,8.04662,6.77982,8.25909,7.18784,7.818,7.84231,7.61598,7.97939,7.87233,6.91024,8.46129,8.83766,8.40905,8.30719,7.30685,8.18166,8.44738,7.64822,10.082,8.42702,7.43909,7.86862,8.31698,9.78106,9.91942,7.22133,8.14449,3.44095,8.41548,8.34136,8.60467,7.89417,8.95577,6.44921,7.89912,6.60104,6.42317,9.61013,8.57242,7.80654,8.43064,7.41649,7.95352,8.03731,7.61099,6.4323,8.58432,7.55116,8.38988,9.07289,8.98513,8.54595,6.97987,8.89019,6.45376,7.6573,8.40351,9.6075
MARVELD3,4.96218,5.30556,4.22328,4.96207,6.0325,3.59396,4.74853,4.4731,4.80927,4.19431,5.61068,5.02847,4.73056,4.97894,4.70945,4.49042,4.553,3.65996,3.83391,6.95389,4.58736,4.66926,6.87269,5.14293,5.1021,4.35473,4.0204,5.55716,3.26834,4.84989,4.71919,4.06381,4.62115,4.90416,4.23698,3.89738,3.90148,4.69362,5.89586,4.70721,5.17061,5.05855,4.34752,4.66858,3.44432,4.52387,4.70923,4.82004,1.90542,4.29937,4.99629,4.14825,4.5714,5.44742,4.36038,3.76631,4.84817,4.70961,2.71732,3.65685,5.18742,5.58249,3.52527,4.34789,5.60735,3.72123,4.95524,3.41596,4.68849,3.65881,4.68474,3.87323,4.49782,4.61007,5.00007,3.62349,4.72096,4.72565,3.72823
MAS1,2.18606,2.18555,2.20293,2.16008,2.21899,2.2052,2.21783,2.17534,2.20421,2.20696,2.20808,2.22732,2.15551,2.21167,2.20438,2.25027,2.20413,2.24257,2.23912,2.19413,2.11261,2.18564,2.32262,2.23669,2.24981,2.30409,2.3118,2.28019,2.24593,2.23024,2.23937,2.20943,2.20066,2.17406,2.14931,2.176,2.1282,2.10446,2.30053,2.1401,2.21806,2.20019,2.1775,2.13191,2.14774,2.17655,2.13228,2.20515,2.25851,2.12438,2.16406,2.23299,2.20598,2.22757,2.17921,2.17761,2.18828,2.18375,2.27118,2.24867,2.18633,2.499,2.18517,2.25672,2.17177,2.20263,2.15155,2.22674,2.20223,2.19919,2.17604,2.15694,2.23021,2.17225,2.17994,2.19217,2.11443,2.16095,2.22169
MAS1L,2.19053,2.16461,2.20565,2.19447,2.20816,2.17939,2.24091,2.20885,2.21271,2.20482,2.21373,2.22205,2.17919,2.21166,2.21381,2.17533,2.17997,2.17311,2.22701,2.21276,2.22652,2.1914,2.1677,2.21603,2.21255,2.27807,2.16535,2.22783,2.20125,2.1984,2.24302,2.26088,2.22904,2.21158,2.19762,2.1969,2.22135,2.19025,2.29804,2.21622,2.17943,2.18234,2.21219,2.20267,2.21489,2.22173,2.22016,2.18653,2.20885,2.1785,2.17038,2.34741,2.17798,2.28531,2.28813,2.20453,2.2067,2.23311,2.40037,2.20222,2.16366,2.3535,2.19656,2.23478,2.21601,2.22689,2.17776,2.23054,2.17598,2.2384,2.23177,2.21534,2.26919,2.22498,2.21498,2.16331,2.19079,2.21478,2.19745
MASP1,2.56098,2.53803,2.56879,2.54381,2.53279,2.54895,2.55939,2.56091,2.54457,2.54936,2.55888,2.50928,2.54642,2.56951,2.58108,2.9553,2.4533,2.49339,2.5662,2.52904,2.60859,2.57216,3.3389,2.53998,2.54447,2.75803,2.45571,2.6321,2.53606,2.57707,2.54248,2.55863,2.57046,2.55593,2.62221,2.68516,2.5345,2.62791,2.64124,2.55411,2.53218,2.49366,2.56775,2.57122,2.57831,2.56768,2.57078,2.56113,2.39542,2.68892,2.54338,2.55733,2.53727,2.58464,2.52795,2.673,2.62481,2.56293,2.5426,2.5795,2.50288,2.53683,2.54643,2.57609,2.54113,2.88174,2.60211,2.56679,2.54438,2.56424,2.54691,2.52731,2.57711,2.53991,2.57031,2.49471,2.57555,2.57494,2.55348
MASP2,2.29228,2.29576,2.35955,2.29802,2.35433,2.35197,2.39776,2.35915,2.32841,2.30892,2.36656,2.33561,2.31419,2.43613,2.30256,2.38628,2.27404,2.22544,3.09275,2.34119,2.26717,2.35322,2.32283,2.36069,2.34705,2.34765,2.33437,2.2975,2.33319,2.37379,2.31546,2.32291,2.38568,2.28704,2.55602,2.40718,2.33922,2.4062,2.53245,2.35285,2.2108,2.34737,2.32474,2.28518,2.38686,2.32992,2.34103,2.30051,2.29914,2.29282,2.24901,2.53781,2.309,2.39774,2.41091,2.33493,2.48316,2.32488,2.55454,2.29104,2.31655,2.3943,2.29929,2.30751,2.31549,2.30177,2.26804,2.30309,2.3542,2.38414,2.35416,2.28993,2.38591,2.36474,2.28199,2.39459,2.33286,2.3092,2.3515
MAST1,1.68133,1.66986,1.65043,1.66989,1.66089,1.66633,1.66483,1.64458,1.66973,1.69092,1.65106,1.662,1.65935,1.68652,1.72924,1.65329,1.67273,1.66653,1.68473,1.6768,1.69247,1.67131,1.60925,1.69867,1.70934,1.63722,1.62007,1.71068,1.70105,1.67976,1.68301,1.71347,1.7083,1.72969,1.67694,1.71082,1.63334,1.69765,1.68221,1.70181,1.68379,1.73203,1.70068,1.69586,1.71978,1.71426,1.74805,1.70405,1.68712,1.71615,1.69158,1.63204,1.68113,1.69767,1.61574,1.71535,1.64538,1.71804,1.64348,1.65829,1.72271,1.67398,1.6887,1.68522,1.71609,1.70324,1.66984,1.71637,1.70843,1.72909,1.69288,1.71284,1.72005,1.69665,1.7192,1.6735,1.68501,1.70129,1.68785
MAST2,8.10412,6.67294,7.47096,8.30593,7.10579,8.61001,7.14714,7.62436,7.33723,7.50038,6.37015,7.18555,7.66572,7.47491,6.6571,8.32574,6.62317,7.01382,7.00442,7.6264,7.23506,7.62572,6.8,6.67814,6.68834,8.05107,6.47225,7.05559,6.86645,6.97437,7.01039,7.10257,7.55886,7.00736,7.86158,8.02907,6.70379,6.85131,7.03388,7.51006,6.39186,6.88857,7.01321,7.08159,7.22243,7.66012,6.65758,7.02202,8.02081,7.58581,7.55505,7.53264,7.43421,6.50998,7.05869,7.16247,7.43345,7.01584,7.077,7.07493,6.62588,6.39265,7.62783,6.97987,8.00652,6.05099,6.81282,6.22603,6.24503,6.37381,6.69889,7.60874,6.4436,7.9035,6.99761,7.87231,7.031,6.47055,5.86069
MAST3,3.62606,2.88727,3.96936,2.89906,1.52896,2.40008,3.62652,2.67422,2.42033,3.71881,2.94731,4.61549,2.37097,3.8446,2.96964,2.78184,2.83913,2.82539,3.36276,2.8229,3.05801,2.77776,1.8996,2.1727,2.87296,3.76434,2.70347,4.10863,2.65173,3.00508,2.21467,2.27507,2.14366,3.35673,2.84012,2.89992,3.26582,2.63184,2.71719,2.88496,2.58075,2.93762,2.94581,4.0222,4.79955,3.61747,2.63261,2.45523,3.31302,2.84259,3.61942,3.25218,3.54483,4.68759,2.74507,3.80066,3.27193,2.21583,2.53397,4.9624,3.20567,3.26632,2.65353,2.65839,3.22082,2.93742,3.69504,5.16389,4.19788,4.02415,4.06,2.76662,2.25391,2.72434,2.6423,3.05013,2.71954,2.67848,3.09165
MAST4,7.23749,6.44296,6.44799,7.35446,6.44202,6.57869,8.03871,8.60727,7.81635,6.98107,7.82299,5.70618,6.47111,7.4488,7.32744,8.98567,7.64067,7.19749,7.13509,7.33112,7.04968,6.61146,6.46429,6.23623,7.91617,6.30579,6.19923,6.01191,5.5356,6.66886,6.3464,6.10728,7.25906,6.78807,7.50985,7.75576,8.86085,5.72375,6.87378,4.58256,7.29139,6.49452,7.90772,7.05208,7.37652,8.01017,6.80479,6.99231,9.56503,8.76522,7.7241,7.56376,7.1794,6.21524,6.59093,7.91667,6.47624,5.2889,7.25376,8.95364,7.24705,6.09886,7.61268,7.74399,5.84922,8.6872,6.1186,7.86484,7.35142,7.81318,6.14495,7.91828,7.33025,6.84503,8.60795,7.4868,7.81586,8.83168,7.38346
MASTL,6.47318,7.32288,5.7486,6.17979,7.23548,6.99267,4.40619,5.52143,7.14571,7.07025,6.06376,7.57319,5.71197,7.51607,5.88516,4.86316,7.55672,6.4785,6.65781,7.81811,6.85558,7.1897,5.76058,7.50286,7.28524,8.17371,6.22563,6.1254,7.09513,6.91297,7.65726,8.65015,7.53905,7.88907,4.52856,7.57089,5.82852,6.68084,6.62451,7.49875,7.80555,6.67344,7.48504,7.92811,6.37124,6.00389,7.25012,6.34326,4.61018,6.26164,6.53101,6.63319,6.89856,6.22746,6.31282,6.73955,6.65041,7.66239,6.49966,6.15694,7.96615,7.39982,6.42757,7.013,7.61234,7.73132,6.64623,6.08942,6.83971,5.76437,7.88533,6.15472,6.60954,7.93012,5.68038,5.62687,7.59077,6.38327,7.34205
MAT1A,2.14548,3.25978,2.95209,2.19709,2.71072,2.12743,2.18929,2.20203,2.16243,3.19416,2.20912,2.37836,2.21229,2.25827,2.19733,2.31507,2.1304,2.13167,2.96709,2.21229,2.46765,2.33392,3.42552,2.24225,2.24799,2.12894,2.31084,2.17541,2.16312,2.48596,2.16079,3.82035,2.23747,2.19992,2.14364,2.31727,2.14951,2.13852,3.4611,2.14644,3.15373,2.16575,2.19344,2.95612,2.22437,2.1935,2.29564,2.20239,3.07307,2.44958,2.17001,2.18664,2.17814,2.27826,2.30006,2.17258,2.13593,3.343,2.11549,2.22828,2.88679,2.23293,2.13123,2.27557,4.04895,2.16192,2.17906,2.20627,2.22921,2.18957,2.17132,2.14764,2.168,2.22824,2.22242,2.17446,2.37925,3.79511,2.31772
MAT2A,9.04378,11.341,9.98492,10.2277,10.2632,9.2723,11.0674,10.4376,10.9093,10.4202,11.0433,10.1579,10.0228,10.3782,10.8441,10.5824,10.7124,10.7706,11.1235,10.7215,10.7951,10.9174,9.83503,9.11618,10.357,10.6098,10.8752,11.0561,10.7183,10.4747,10.2549,10.0226,13.3796,9.91027,9.74845,10.6701,10.3435,10.561,10.1418,10.5444,10.3986,10.6623,10.0488,9.41514,9.90906,9.65539,10.4925,10.2106,9.7842,10.2188,10.341,10.3594,9.43249,9.62214,9.86613,10.955,10.4318,10.1789,11.5744,10.9013,11.0293,10.0403,10.2868,10.6439,10.5402,10.2788,10.0183,12.3332,10.9566,10.2999,10.2091,10.3109,10.3154,9.99427,10.0609,9.8131,9.89515,10.7644,10.4653
MAT2B,11.1481,10.9624,12.1083,10.5179,10.6888,10.7553,9.89805,10.9208,11.5312,10.2387,10.9162,10.4335,10.8216,10.614,10.6384,10.3708,11.2836,11.1694,11.0771,10.3715,10.5491,10.7476,9.89719,10.3087,10.6719,9.90861,11.8715,10.8239,10.95,9.77375,10.8107,9.433,10.5764,10.218,9.1645,11.0238,11.1423,9.15403,10.9832,9.43268,11.6128,11.5779,9.55158,9.60221,9.57249,10.4635,11.0718,9.59981,10.8573,11.345,10.4253,9.32807,10.6507,9.31521,10.6823,10.0057,9.78056,10.4185,11.7169,10.0482,11.1654,10.7063,10.9432,11.1173,9.23742,11.1567,10.7501,10.7734,10.1372,10.7675,11.0977,10.8666,10.5926,10.5119,10.642,10.5416,11.3173,10.5715,9.89821
MATK,2.56726,2.5261,2.55717,2.24913,2.30156,3.0968,2.39831,3.07041,2.38802,2.69198,2.77022,2.30352,2.34066,2.37857,2.52159,2.32748,2.37188,2.59494,2.30911,2.45278,2.44249,2.30255,2.18342,2.32415,2.4499,2.26385,2.29898,2.92932,3.50462,2.35535,2.28442,2.42316,2.41115,2.40175,2.3589,2.50714,3.76749,2.35489,2.41288,2.40923,2.50037,2.46656,2.56977,2.49063,2.59508,2.39005,2.62703,2.4818,2.27424,4.89682,2.34049,2.18959,2.33833,2.41876,2.62299,2.35516,2.34515,2.66077,5.75684,3.07158,2.36402,2.38395,2.72637,2.32145,2.36627,2.36682,2.76066,2.368,2.41197,2.38979,2.49667,2.39669,3.48027,2.51699,2.35946,2.75552,3.14334,2.40622,2.3775
MATN1,2.32817,2.30122,2.46178,2.32128,2.32015,2.34799,2.34325,2.30547,2.33774,2.50185,2.34754,2.36313,2.33603,2.36867,2.34139,2.38488,2.31757,2.33757,2.35501,2.3298,2.40818,2.36977,2.42459,2.89353,2.34982,2.77293,2.43609,2.43056,2.37441,2.34196,2.3729,2.34298,2.36282,2.32461,2.5929,2.38362,2.28644,2.2509,2.56601,2.27382,2.36405,2.30188,2.34023,2.32387,2.34982,2.32748,2.31802,2.53016,2.40919,2.25003,2.21382,2.45576,2.52543,2.32642,2.4212,2.38124,2.35901,2.31319,2.7274,2.39375,2.29757,2.48514,2.32499,2.40235,2.33959,2.39138,2.25027,2.36397,2.31865,2.29954,2.33595,2.34349,2.37959,2.53983,2.3244,2.31449,2.28408,2.33253,2.32169
MATN1-AS1,4.65398,3.13928,3.55298,4.50871,3.44494,3.9745,3.5873,4.28166,3.64836,3.44091,3.35421,3.46519,2.72176,3.53519,3.64491,4.31972,3.44246,3.44029,3.80741,3.46845,3.52085,5.14372,3.56638,3.32436,3.60796,3.64804,4.43898,3.52004,3.48951,3.90839,3.58152,3.91242,3.60023,3.89451,4.56919,3.53675,3.52048,3.39163,3.03818,3.63391,3.61157,3.49267,3.58771,3.59366,3.69271,3.55534,3.52647,2.8921,3.78125,3.61253,3.4376,4.24434,3.45079,3.76989,3.60082,3.59762,3.53343,3.45799,4.4843,4.81376,3.41129,3.25128,3.55428,4.0493,3.57472,3.74145,3.96522,4.12021,3.74139,3.80979,3.60622,3.90115,4.40435,3.48576,4.59101,3.55929,3.7064,3.7358,3.64273
MATN3,3.12819,3.42688,3.10798,3.56336,4.09741,2.96748,3.16938,3.11192,3.18792,3.82455,3.19807,4.4092,4.07258,3.1282,4.4782,3.33035,3.76223,2.84775,3.08306,3.16243,3.38554,2.97824,4.06986,3.53816,3.16037,3.18364,3.05215,3.06112,4.4089,3.27194,3.04668,3.61204,3.25386,3.22317,4.50024,3.2904,3.06032,2.95489,3.28316,3.1765,3.08327,3.01177,3.86391,4.38524,3.21411,3.08125,5.30636,3.12775,3.17191,3.0365,2.9997,4.19917,4.35631,3.385,3.32629,3.28751,4.89594,3.67526,3.32729,3.07895,2.8548,3.44136,3.24367,3.20083,3.83809,3.19682,3.83264,3.23719,4.87284,3.68439,3.12006,3.76423,3.25818,5.18637,3.05988,3.15765,3.14559,3.26226,3.20828
MATN4,2.00837,2.123,1.97471,1.97229,1.96121,2.0178,1.99334,2.04433,1.99825,1.99715,2.98751,2.05651,3.3906,2.09254,1.9201,1.9833,2.03987,2.03748,2.01623,2.17813,2.13371,1.96328,1.91757,2.02717,2.04297,1.96072,1.92741,2.10841,2.07266,2.04595,2.04603,2.41147,2.08206,2.06182,2.07116,2.04853,2.00371,2.35122,2.05685,2.05078,2.29339,2.06116,2.48525,2.01713,2.04643,2.10689,2.09575,2.05878,1.97445,2.10119,2.02794,2.04357,2.14833,2.0899,2.01081,2.00163,2.0071,2.10326,1.99326,1.88857,2.09181,1.91155,2.01237,2.3005,2.05462,2.05535,1.99715,2.0586,2.07583,2.08265,2.0176,2.03856,2.15284,2.06245,2.07838,1.99287,2.05561,2.07343,2.04337
MATR3,4.99949,5.84023,6.47014,3.74692,4.82906,4.04698,5.89685,3.05284,3.70767,5.10256,5.87925,5.81308,4.31392,8.48186,2.97172,6.79142,6.56721,8.01658,6.30052,6.68941,7.76718,8.10039,7.69398,6.55298,7.2474,9.11434,7.27721,8.11886,8.43793,7.36931,8.16257,8.1876,11.8137,6.0662,5.14874,8.55052,8.18191,5.84233,8.37963,5.35827,5.29107,6.99751,7.54056,6.71527,5.96366,6.73478,7.24179,6.58677,3.51516,9.15719,7.53745,6.73632,7.7001,7.65644,7.0061,8.12459,5.01738,7.62324,7.83237,7.74202,8.10142,7.18415,6.54367,11.4039,6.55985,8.43981,8.99839,8.68309,6.75829,8.65394,8.05006,7.06541,9.11773,5.56394,5.64644,5.57992,6.13468,7.94532,6.01889
