probe	symbol
202628	SEMA6D
202631	GDAP1
202633	TMEM74
202634	FAM179B
202643	MTFR1L
202656	PPP1R12B
202663	BARHL1
202672	GFRA1
202673	STK24
202674	ZBTB21
202676	NME8
202678	MTAP
202689	OR5A2
202697	GIN1
202734	TTLL10
202737	ASIP
202754	WBSCR28
202771	ACSL6
202776	DCLK1
202780	ADM
202781	ITGB1BP1
202785	APBB1IP
202789	CYP1B1
202795	PRR16
202796	INHBB
202798	FBXO5
202801	NDP
202808	RDH12
202815	TRIM3
202832	DGKH
202835	PAICS
202838	ZNF32
202845	IL4
202846	GAK
202862	CLPX
202865	GPX4
202870	GDAP2
202871	OR1M1
202877	C1orf101
202878	CPEB4
202880	PRMT2
202882	BCAT1
202905	PI4KA
202913	ZFYVE16
202914	CD58
202921	IFT74
202924	THEMIS2
202929	ZNF614
202937	IFIT3
202946	ARL3
202951	GDNF
202952	GPT
202961	WISP3
202965	DIRAS2
202969	SOX11
202971	CYP21A2
202974	KIAA0226L
202975	IL15
202981	COL8A2
202982	NDUFS1
202987	ARHGAP1
202991	SPACA3
203011	UBA1
203030	TUBB2B
203033	PLSCR2
203034	DCX
203036	H2AFV
203038	GABRR1
203046	ANAPC15
203064	CHMP4B
203065	CSRP1
203075	NREP
203079	GATA2
203087	FAM213B
203093	TRPV1
203098	BACH1
203100	TUBB3
203101	SYNE2
203105	MN1
203109	DUSP12
203117	ZNF175
203123	CLEC2B
203126	PYCR2
203132	RBM47
203137	MAP1S
203145	RHOXF2
203147	FAM124B
203163	AURKB
203170	CD68
203183	MYOF
203190	TMEM33
203198	ZFP28
203202	TRUB2
203208	EIF3K
203213	CDHR1
203216	ERF
203228	P2RY1
203232	NDUFB5
203258	SLC6A13
203260	CHRNA3
203275	PTGR2
203282	CREB3L4
203291	XAGE3
203298	PRDM8
203300	PCSK9
203313	ASPSCR1
203319	RNF122
203320	HIST1H1D
203326	BMPR1A
203331	IL36G
203338	CAPN9
203342	MYO9B
203347	ENAM
203360	GBGT1
203363	NCS1
203365	LYNX1
203374	GPR143
203377	KLRF1
203381	FOXP1
203385	ST8SIA4
203394	SAA1
203398	CCDC53
203406	TOMM20L
203421	RASSF7
203429	ARFIP2
203438	IPP
203443	EAF2
203444	EMC4
203445	GRIK4
203447	PSME3
203450	C12orf50
203455	SEC24C
203461	ARHGAP28
203472	TMEM229B
203477	LRRC36
203481	OR8G2
203496	ATRNL1
203502	NIPAL1
203507	TTYH3
203513	WDR72
203523	DHPS
203525	GBF1
203530	SLC17A7
203532	BTG3
203545	USP32
203549	NXT1
203562	SEC22C
203566	ANKRD17
203573	TSPAN5
203586	KCNC4
203587	NOXA1
203594	RMND5B
203606	TRIM15
203610	AOC1
203613	AFMID
203620	ZC3H7A
203632	SND1
203644	DKK3
203645	ACTR1A
203648	SORD
203656	GPR132
203659	RERE
203661	ATG9B
203662	GRK2
203663	STAT2
203670	USP33
203686	C2
203695	CTSD
203700	RPL14
203708	LAIR2
203712	TST
203726	PABPC5
203728	BZW1
203729	FSTL5
203733	PAQR8
203734	HOXB7
203738	AVEN
203758	TCEB3
203772	FAM20B
203773	STON2
203775	AMELY
203777	NOX4
203782	IGDCC4
203785	BHLHE22
203792	EIF2AK1
203794	NEFH
203798	MRPS34
203807	NQO1
203828	SEPHS2
203833	ADGRE5
203834	ABHD4
203836	CRELD2
203840	AIFM3
203857	GANAB
203860	NR2E1
203863	NFIL3
203866	ATP6V0E1
203869	CCNB1IP1
203873	RAD17
203874	DLK1
203878	MAPK1IP1L
203893	LEMD2
203903	C11orf70
203916	CAPNS1
203917	RNF24
203920	BBS9
203927	ATP4B
203931	CFHR3
203941	KLF13
203947	SYN3
203948	ZNF319
203952	HMG20B
203961	PRSS41
203969	KLF16
203973	PTPRU
203995	IRGC
203999	NOXO1
204000	GPX2
204002	ENTPD2
204006	CDKN2B
204015	SECISBP2
204019	ASTL
204023	RHPN2
204028	FBXW5
204031	UBL4A
204036	HDHD3
204042	AP1S1
204044	PTTG1
204048	ADAD2
204050	ADAMTSL2
204066	SPAG11B
204067	IFT80
204077	CFDP1
204089	NOSIP
204094	HTR1B
204101	USPL1
204107	SUCLG1
204115	ATP11A
204116	MRO
204117	LRRK1
204118	WFDC9
204137	RRP15
204141	SENP3
204144	QRSL1
204148	ZBTB6
204151	HK2
204159	ATP5E
204167	CLCA1
204179	SLC35A3
204195	TTC12
204208	TBCA
204213	OSTF1
204218	EIF5A2
204241	EIF2B2
204245	CCDC88B
204252	SQLE
204262	ATF5
204274	SMC2
204279	LPCAT3
204280	PTPRR
204296	MX2
204297	FCAMR
204307	UGT1A10
204317	ZBTB45
204329	CLDN3
204346	ADAMTS3
204366	SDS
204367	SNW1
204369	PML
204370	PRG2
204379	SPICE1
204383	GTPBP4
204385	GIGYF2
204389	C1orf111
204392	ZNF707
204394	MAP2K7
204403	TMEM185A
204405	FIGNL1
204408	BMF
204410	S100A7
204412	PACS1
204438	WDR72
204440	ACVR1
204449	LRRC14B
204452	SCN1B
204454	MNS1
204458	MARCO
204460	ELAVL3
204473	HNRNPR
204476	PPIH
204484	LPAR3
204490	NCKIPSD
204492	MAP4
204511	SCARB1
204518	ITGA2B
204520	ETFB
204537	HDAC9
204547	FAM118A
204556	KLHL40
204565	RPRM
204569	FLT4
204583	CSK
204590	CD300C
204604	ZNF518A
204606	ACTR3B
204609	TRPM7
204612	FCGR2B
204620	RABGGTB
204626	EID2B
204640	C1orf122
204646	MOGS
204648	TAAR8
204650	HS3ST2
204651	UNG
204657	OR52M1
204665	ACADM
204681	CCNL2
204684	OTX2
204688	DGAT2
204690	MAGEA12
204707	HDAC6
204709	ZBTB20
204731	CBX7
204734	TAF6
204737	RPS7
204743	ID1
204744	TTC5
204746	GFRA3
204758	RXRB
204760	PSMD13
204761	RTFDC1
204773	MT1A
204780	SAMSN1
204784	PPM1A
204786	SMPD2
204787	F3
204795	SLC16A4
204811	NRXN1
204825	NECAB1
204834	TMEM161B
204838	XKR8
204851	HBP1
204868	DAGLA
204874	MRPS18C
204877	TSPAN3
204879	TCP11
204884	KCNH8
204886	SCPEP1
204888	GEMIN4
204892	RNF31
204895	LARP7
204912	OR1S1
204921	C7orf33
204932	MARCH3
204936	CLDN23
204939	TMEM94
204942	KLRD1
204948	HNRNPA2B1
204949	MYEOV
204952	PSMA4
204955	SPATA13
204961	AZI2
204986	SLC27A1
204989	DOK1
205006	FITM1
205009	EBF1
205014	CHD7
205021	SERPINB12
205024	PRMT9
205026	REG3G
205027	CACNA1S
205030	TSPYL5
205035	STIM2
205036	PRDM1
205038	SVOP
205041	RANBP9
205042	ZNF266
205054	GPATCH1
205068	TBX6
205070	HIF3A
205087	PPP4R4
205100	RAB33B
205104	TMEM222
205115	C22orf31
205123	WDTC1
205124	CP
205128	FOS
205129	UBA2
205132	SLC25A16
205146	FASTKD2
205150	CD300LF
205153	XPO1
205155	PRDM14
205160	RFC1
205161	C15orf48
205168	ATAD5
205172	CREB3L3
205175	FDPS
205179	TMEM138
205183	PPP6R1
205187	FAM131B
205189	OLFM1
205190	CDC73
205197	DNAJA1
205200	PIK3CB
205205	FURIN
205220	KIF20B
205221	ZDHHC5
205229	SMPD1
205234	RASGRP4
205237	NR2E3
205242	TGM7
205244	MAP3K10
205246	JMJD8
205247	ALOX12B
205249	LCN6
205264	CD3D
205269	CHD5
205292	GCA
205295	FCRL1
205301	FANCC
205308	EEFSEC
205314	LYNX1
205325	SERPINA7
205333	DNAJC18
205337	PKIA
205339	CXorf21
205341	CCDC134
205357	NSMAF
205363	RHO
205367	BTBD7
205369	TRAPPC4
205375	SDR16C5
205379	CARD9
205382	ALPK3
205393	MBD4
205400	TTLL12
205403	EEF1AKMT1
205406	OSM
205410	OR2H1
205412	NIT2
205420	TMEM177
205422	TKFC
205425	SNRPG
205438	CCDC92
205442	DDX11
205454	ETFA
205457	AIFM1
205480	CSF2RB
205498	PHF10
205506	KLHL11
205519	CD2
205523	SEPT3
205525	ZNF277
205529	HSPE1
205538	CPLX2
205542	ADAM30
205561	TPST1
205566	CENPT
205568	RABAC1
205575	DGCR8
205587	ZNF641
205607	FABP5
205613	HUNK
205619	PKN2
205623	RPA4
205626	GLB1L
205628	HPSE2
205633	OR2C3
205642	TRAF3IP1
205644	ACOT4
205653	CETN3
205662	CDC37L1
205667	CARNMT1
205672	METTL2A
205678	RTP5
205685	COPB2
205686	FIBP
205705	ANKDD1A
205706	TLE4
205711	EIF3A
205716	DPY19L3
205721	ARHGEF9
205730	ARNT2
205731	HIF1AN
205746	TMEM87A
205747	HACD4
205753	NUCB2
205761	GPATCH2L
205780	SKA1
205794	CEP152
205804	ZNF254
205818	MCMBP
205820	GAD2
205836	NFE2
205859	AQP3
205868	SFTPC
205882	NPFF
205890	PMEL
205899	RPGRIP1
205906	COPS9
205920	WDR26
205923	TMIGD2
205924	THRSP
205933	CDK18
205937	PGM3
205942	GTF2H1
205946	LCE3D
205961	CLK1
205962	LGALS14
205966	NECTIN3
205975	POGK
205981	PHKA2
205982	TBC1D2
205983	EMILIN2
205995	FAM13C
205997	SERPINB4
205999	CLN5
206002	CYSTM1
206016	ATXN10
206021	DHRS11
206048	TIFA
206064	KCNK6
206071	MAPK12
206072	SELO
206073	SCYL1
206077	CACNB1
206087	RPL13
206104	SLC28A2
206116	RRP9
206122	AKIRIN1
206130	PLD1
206143	AMHR2
206144	AFF1
206149	NXNL1
206161	SFXN4
206170	KLK12
206171	LAGE3
206172	AQP5
206176	EYA2
206178	SYT16
206185	TRHDE
206193	WDFY3
206207	LEFTY1
206211	PNMT
206226	SETD4
206232	HIST1H1C
206233	POU4F3
206236	FTSJ3
206244	HCG4
206251	ZBTB5
206254	HTR1E
206256	CRYBB2
206274	WNT11
206278	AAMP
206281	GCNT2
206290	TMEM254
206302	BPTF
206304	ZNF622
206306	OGG1
206319	SHANK1
206326	DDX54
206328	ZKSCAN1
206338	MFSD7
206344	PIK3CA
206345	ANAPC11
206347	EPS8
206352	ATP8B3
206371	MPZL1
206372	VASH1
206374	ATG9B
206386	CD19
206391	INSRR
206398	NIPAL3
206403	MAEL
206405	ERI1
206410	LASP1
206417	CHN1
206419	ZBTB1
206424	ELK4
206427	GYS1
206430	DPH3
206443	GNB1
206444	H2AFX
206449	GBAS
206471	TRDN
206479	NEDD4
206485	ZNF672
206492	ZSCAN25
206502	ZNF669
206519	CHP2
206520	COL4A4
206533	TMCO2
206535	CR2
206539	BCL9
206544	SLC22A9
206550	TBX2
206561	EDEM3
206563	RPP25
206569	SNRPC
206570	IL3RA
206577	TRIM26
206579	IGKC
206580	PSMB8
206584	KLHL22
206593	RAB32
206606	AVPI1
206612	RASIP1
206617	KIF1C
206624	CLCN2
206625	CLEC1B
206638	EPB41
206647	ALG10
206651	PCNX4
206656	DPPA3
206670	TLR5
206676	SARNP
206682	HNRNPC
206703	C9orf16
206705	SIRPG
206714	AGBL4
206720	FAM43A
206733	LZTFL1
206763	MAOA
206767	C16orf59
206772	SIRT6
206786	TMEM120A
206794	DUOXA1
206800	FADS6
206812	USP34
206818	POFUT2
206825	NDUFC1
206833	UBE3C
206835	OR10W1
206836	LIMS3
206839	SLC4A10
206840	SF3B2
206853	CERS5
206865	DEPDC1B
206866	NECAP1
206867	SORBS1
206883	SMAD5
206886	RNF167
206893	HERC3
206894	PLCL1
206909	H3F3B
206912	EPHX3
206914	ACKR2
206923	ABTB1
206925	WDR59
206927	SLA
206934	NEU4
206935	MRPL23
206942	MID2
206947	SMAD7
206951	MAP4K4
206958	SERPINB10
206959	PDCD7
206970	EFCAB2
206994	ZNF567
207006	ZNF197
207008	ZNF234
207012	SCAMP2
207014	ARAP1
207020	SLC30A5
207022	ADRA2A
207029	MLH1
207047	HESX1
207050	DDX3Y
207059	PDCL2
207068	OCIAD1
207077	RAD21
207085	MAP3K9
207111	GMFB
207117	EIF6
207120	NCK2
207124	RBM5
207132	ULBP1
207149	KIAA0895
207155	MRPL24
207156	NOC2L
207163	ITLN1
207167	CHMP2B
207176	URB2
207178	AKAP17A
207179	ZBTB25
207186	KYNU
207194	PLPP1
207211	INF2
207222	OR10H4
207223	DPY19L4
207231	SPRY2
207247	CPLX4
207250	IARS2
207251	CRHBP
207275	HIP1R
207278	TMEM160
207283	HFE
207286	FAM175B
207292	CCNT2
207294	TMEM234
207298	KRT7
207315	MSI1
207317	SHROOM3
207329	ZNF526
207352	STARD9
207375	DHRS1
207381	SLC30A4
207382	CNR1
207384	LRRC34
207390	SLC22A8
207397	EGF
207399	OPN1LW
207403	SLC35C1
207410	PDHX
207412	P2RY10
207413	KIT
207416	CDCA7
207417	HDAC2
207419	OXSM
207428	SEMA4D
207431	HAUS8
207433	BICD2
207448	MRPS31
207454	GATAD2A
207461	NRAP
207462	MKL1
207463	MMAB
207467	TMEM121
207468	ANKRD46
207471	CACNA1H
207478	CD276
207482	CAP1
207484	ZBTB24
207491	PRR13
207495	KDELR1
207499	TMEM126B
207500	SH2D3C
207506	FBXO30
207509	LGALS4
207510	NXPE3
207524	VCAN
207528	BRMS1
207537	PPM1B
207548	TRIM59
207563	KCNK2
207565	FZD1
207570	VPS13C
207573	SETD3
207587	PHC2
207590	CLEC3B
207598	SLC39A10
207609	RELN
207610	MSH2
207614	NR1H4
207626	ANXA2
207629	ZCCHC13
207649	PLLP
207656	TRPV2
207660	TOP3A
207664	SIM2
207678	ZNF436
207681	SLC34A1
207683	C14orf2
207685	LMO2
207687	SPG21
207688	SCAF4
207692	TRNAU1AP
207708	ELAVL2
207709	C19orf70
207717	RTN4RL2
207719	RIPK4
207722	CD96
207726	HOXB9
207727	HYOU1
207747	SEC13
207755	IGFBP4
207757	CYP24A1
207761	PI15
207762	FKBP9
207769	KCTD10
207781	ANKRD7
207782	ZBED2
207788	RPL7
207792	DLC1
207800	AGFG1
207804	ZNF3
207807	CMTM6
207809	MCEE
207810	DKKL1
207828	SLC16A7
207837	KCNJ14
207848	CIAO1
207854	ALG2
207856	TRIM37
207869	AURKC
207881	RIPK2
207893	GSK3B
207896	HELZ
207901	TAS2R39
207908	FLCN
207913	NBAS
207914	CCNJ
207916	HOPX
207919	C10orf88
207926	NELFE
207928	LHFPL3
207943	NEDD8
207948	DNAJC6
207953	ARID4B
207955	TMEM50A
207998	ERO1B
208001	NIP7
208017	OR12D3
208024	IGBP1
208026	GUCY1A2
208031	OVCH2
208035	GALNT7
208048	ACVR2B
208060	PLAUR
208063	CD274
208066	ACTL9
208071	AFF2
208074	TRPA1
208076	TNPO3
208079	MED28
208081	UGT3A2
208084	DTNBP1
208102	ARHGAP10
208110	TAPT1
208118	RPP38
208122	NACA2
208125	ASPHD2
208143	PEX10
208148	PRPS2
208153	AMY2B
208158	NFE2L2
208190	ANXA4
208195	MKRN1
208199	DNAJC5
208200	IFNA21
208202	ANO6
208216	STAP2
208231	CABP7
208235	PRSS3
208239	CRABP2
208243	LONP2
208261	TICAM1
208272	CDC45
208277	PLIN2
208289	CA12
208292	SPOUT1
208303	UBE2T
208304	DCK
208308	DAW1
208310	ATG7
208313	MUC20
208324	CD63
208328	PMM2
208332	TNR
208343	FUS
208347	MT1H
208351	ZNF551
208356	GIF
208358	POLR3B
208360	IFNA10
208372	PNPT1
208373	SNF8
208374	NARS2
208381	EIF2D
208387	ARHGEF17
208388	PTGS2
208402	MAP3K4
208404	PRKCQ
208406	DEFB1
208420	NRXN2
208428	WDR86
208440	CENPC
208454	CRTAM
208456	SCRN1
208474	ATG10
208484	SLC52A1
208490	MPZL1
208491	RPS3A
208496	TMEM176B
208497	TLE3
208499	RASSF3
208504	ZMAT4
208509	AMT
208523	TMED2
208524	LIMS1
208526	KIAA0930
208529	LGR5
208536	CACNA2D3
208538	SCN4A
208543	FRY
208556	C5orf42
208561	C5orf66
208563	SHROOM2
208570	FAM184A
208572	EXOSC4
208588	PIBF1
208589	HDGFRP3
208596	NUP155
208601	MC1R
208606	BCL2L11
208613	IPO9
208619	BAG4
208632	RNF217
208640	TSPAN9
208646	PLA2G10
208652	ACP1
208654	FBXL8
208655	GUCA2B
208657	HTRA3
208663	EIF1
208668	BYSL
208672	PLAU
208674	RBM15
208688	ZNF740
208689	NACC2
208695	AK3
208696	DZIP3
208701	C3orf62
208710	STAC
208712	TDRD1
208713	ELOF1
208728	TRAPPC1
208732	CTSA
208740	ABCB4
208747	CHRNG
208748	NCAPD2
208751	ARMC4
208758	STX7
208761	SCAF11
208763	NUP85
208764	TMEM106B
208765	ADAP2
208776	SPATA21
208790	LRRTM3
208810	OR4D5
208813	PLA2G5
208820	REG3A
208823	BAIAP2
208833	STX1B
208837	HAUS3
208839	PDXP
208844	SCN8A
208858	SLC12A3
208861	TAAR5
208862	F7
208863	KCNC2
208879	CDC25B
208892	PRKAG2
208898	KBTBD11
208911	MAGI2
208939	BOC
208945	OTC
208958	RAB3GAP2
208963	BBOF1
208980	MBD1
208981	ADAM21
208992	CNTD2
209002	POLH
209010	ESPL1
209013	UCK1
209017	IFNK
209022	ZNF449
209031	FLT3
209035	ZNF311
209040	ZNF10
209051	SMARCD1
209080	IGLV1-44
209085	POF1B
209090	NTRK3
209095	SFR1
209099	PRR5
209101	UBE2G2
209110	STPG1
209114	ENOPH1
209116	CADPS2
209119	GRHL3
209122	ADAM18
209123	ZNF148
209131	RIMS3
209132	SPRYD7
209146	WSCD1
209157	CASP3
209180	MUC7
209185	SIX5
209188	ZAK
209190	WDR24
209213	APOLD1
209219	EYA4
209224	TUBGCP2
209226	HTR2C
209237	MAGEE2
209238	ECM1
209244	MUL1
209246	DCAF12
209257	MMS19
209258	CDCA4
209263	DNTT
209306	UBFD1
209308	SLC7A11
209315	MTO1
209318	DNAJB7
209321	B3GALT2
209336	OXNAD1
209342	ZCCHC10
209348	FAM3C
209362	LY75
209364	AAGAB
209377	SCD
209380	LRRTM4
209385	SDCBP2
209395	CHURC1
209398	MAT2B
209401	UTS2B
209418	LMO7
209426	CD83
209427	MCM10
209436	FLAD1
209446	SEC24B
209447	PEX14
209449	GRM6
209451	DPP4
209452	C3orf20
209462	PSMC1
209464	LRP1B
209470	RIN3
209472	CYP2B6
209473	RTN1
209482	CHL1
209483	TMED7
209485	C4orf3
209488	CC2D1A
209499	POLM
209501	TCEAL4
209502	TPT1
209519	RAB3IL1
209528	ATG9A
209529	CYB561A3
209531	PEX19
209534	FHIT
209537	IKBKAP
209550	XRCC2
209577	ATP8B4
209578	NSRP1
209590	UBAC2
209605	RDH13
209614	GRHL2
209615	MIS18BP1
209621	APEX2
209625	ATP6AP2
209629	E2F2
209632	SGCE
209660	FYTTD1
209661	ANKRD1
209662	FGL1
209663	AGBL2
209666	KRTAP9-2
209669	PLCZ1
209671	SSB
209676	SDC2
209677	PGPEP1
209684	RNF175
209686	PTP4A1
209687	MOV10L1
209689	DUSP11
209706	C7orf25
209721	ZNF396
209725	SLC30A5
209734	HOXA6
209738	RPL36AL
209739	SCMH1
209744	UGT1A8
209753	COL16A1
209756	SCML1
209761	EVA1C
209765	PCDH11Y
209773	AP3B2
209780	TTC13
209781	TBC1D2B
209786	CTNND2
209797	CASC3
209809	BAZ1A
209814	CDKL3
209815	TCEA1
209820	CD86
209837	PRMT1
209839	OSGIN2
209840	FBXW11
209858	NUB1
209883	L2HGDH
209909	GNAO1
209912	C1orf87
209946	TBC1D15
209963	MAPK6
209973	MCM3
209982	C3orf22
209983	CPNE9
209986	MX1
210003	SCFD1
210016	BMP6
210028	RDX
210046	PMPCB
210049	H2AFY
210054	ZNF490
210055	SCYL3
210058	COQ10B
210059	CD46
210073	IGF2BP3
210079	NPR2
210086	HNMT
210097	PDHA1
210120	BZW1
210129	FLOT2
210130	HNRNPH2
210137	IDH3B
210149	ASAP2
210150	CCNDBP1
210196	NKAIN1
210222	TMEM175
210224	GRM5
210225	PHGDH
210229	RASAL2
210239	ZMAT1
210241	TRERF1
210243	RAD23A
210245	TOR2A
210249	ANAPC5
210253	BTN3A3
210261	GFM2
210268	SMC1B
210276	PHF21A
210281	TFG
210285	CNTROB
210297	LYPLAL1
210299	SLC26A3
210314	TBC1D4
210316	NOX4
210317	RP2
210319	LYRM2
210323	STMN2
210326	TSKU
210330	SERINC1
210334	PPP1R13L
210342	SERPINE2
210349	SOHLH2
210350	DMTF1
210353	PLEKHH3
210363	PPP1R3B
210372	DNAH5
210377	PFN2
210378	LLGL1
210392	SLC2A2
210393	KCNAB1
210399	TMC2
210401	CDK7
210403	RAB13
210404	TNMD
210406	SLC33A1
210417	IL1RAP
210420	STX1A
210438	BEX3
210459	RASGRP3
210461	LAPTM4A
210464	DNAJC25-GNG10
210466	STARD5
210469	ZFP36L2
210479	GNPNAT1
210481	GGA2
210482	RBMX
210485	TAF4
210495	ST5
210498	CGN
210503	TFDP2
210514	GPR34
210517	OAS3
210518	UGT2B28
210521	ASTN1
210525	KCNJ16
210529	HCN4
210540	NCOA6
210546	ARL14
210556	GEMIN2
210561	PANK2
210569	METTL21A
210574	GABRA1
210580	ORAI3
210589	PCDHA6
210591	TMEM230
210617	SOX12
210619	NUDT2
210624	RORC
210630	DDX11L2
210643	IDO2
210648	PRNP
210657	CEL
210662	ABCG1
210665	ZP4
210666	ANKRD45
210668	SLC36A4
210669	ARHGAP20
210687	MTF2
210706	T
210715	ISL1
210723	EIF2S3
210740	HSPA1A
210742	CAPN2
210747	SCG3
210751	OR14J1
210760	ZNF345
210766	TMED10
210780	SLC22A3
210785	CLPS
210798	CARS
210801	JAZF1
210807	TEX29
210812	PADI4
210813	HECA
210816	IMPA1
210819	SLC50A1
210838	SPP2
210854	HIVEP2
210863	RTN4
210869	PSMD14
210872	CPNE3
210882	PTGR1
210893	THEM5
210903	HORMAD2
210908	PRAMEF1
210913	ACAA2
210923	CHCHD3
210924	NDNF
210929	RND2
210933	SEC61A1
210935	ELF1
210940	EPDR1
210956	FARP2
210968	MARC2
210971	MAGEB4
210977	PEX11B
210985	PNO1
210989	LMNA
210992	GEMIN6
211000	RBMS1
211001	OR52B2
211010	OIP5
211020	KRTAP4-11
211028	CASP2
211033	ABCC12
211044	ARHGEF18
211045	FAM89A
211048	SGMS2
211052	EFHD2
211058	ALPL
211059	NEGR1
211060	ATP1B3
211070	FAM60A
211073	VSX1
211100	CAT
211103	C14orf37
211110	OPRD1
211113	DRD4
211114	SMYD4
211118	GPR37
211129	PCNA
211130	EFCAB6
211133	SSTR2
211134	ARHGDIA
211140	CHEK1
211157	EPM2AIP1
211166	GPR137
211171	PAQR4
211174	SUN2
211181	SURF6
211182	GLIS3
211183	ZFHX4
211204	HELLS
211211	SACS
211223	BBS12
211224	METTL21C
211234	CNTRL
211237	ZNF92
211255	GFPT1
211274	TOE1
211278	NT5E
211282	CPQ
211289	ZBTB46
211291	LTBR
211294	TRIM6
211309	SCAMP3
211311	TNFSF12
211315	SLC8A1
211319	C11orf74
211325	UBR3
211326	C18orf21
211331	CD4
211333	SLC39A13
211357	TMEM141
211361	C16orf71
211364	MSX2
211369	ABTB2
211371	C9orf135
211376	C16orf72
211410	ZNF573
211412	KLF6
211414	RSRC1
211421	RGS9
211422	PNLIPRP2
211426	RWDD3
211432	ARIH2
211439	GOT1
211456	SFXN5
211461	KCNG1
211479	DCBLD1
211485	HIKESHI
211496	LYZL4
211497	SRRM4
211502	AGPAT1
211503	FAM13B
211509	MMD
211511	TNFRSF1B
211513	PCDHA10
211514	KBTBD2
211519	ZNF24
211523	TARDBP
211534	FABP7
211546	P4HB
211558	ALDH1L1
211562	SPG11
211565	XK
211567	OR51E1
211573	NPTX2
211578	GPBP1
211586	DUSP21
211587	NKAIN4
211589	ZNF300
211597	FBXO31
211600	AEBP1
211614	ATP8B2
211621	TIGD7
211630	TERB2
211632	KRTAP10-12
211637	HDAC11
211638	TRIM69
211648	PSG1
211649	PSG4
211650	APOPT1
211671	SCGB1D2
211684	CREB5
211692	TNFRSF1A
211694	SOAT1
211696	VTA1
211698	TVP23B
211699	TP53RK
211708	SSX3
211713	SLC39A14
211715	AGXT
211722	ZNF676
211734	KIN
211758	CARS2
211759	PGAP2
211767	SULT1A3
211773	ENO3
211776	TRIM74
211777	KCTD14
211785	EME1
211789	PPP1R15B
211793	RAB11FIP3
211796	NAGS
211806	NTN3
211808	PLCG1
211819	RPL15
211827	XRCC3
211828	MAN1C1
211835	ITIH5
211836	CCM2
211837	C2orf66
211838	WDR45
211839	SETD7
211852	CPS1
211861	CCL11
211867	TEX13B
211877	ASUN
211883	DGKG
211893	MYH8
211912	FMNL2
211923	SNRNP25
211925	PRKCH
211931	UBE2K
211942	MPC1
211949	CST7
211950	SALL1
211955	NR2C2AP
211963	NAPEPLD
211965	DSC1
211972	DDX18
211978	ITFG2
211980	BBC3
211983	TTC16
211988	ZNF462
211996	C19orf66
212011	SGSM2
212012	APOC3
212025	CTSF
212027	NAGA
212042	RPS19
212054	CCDC3
212055	CUBN
212057	MAGEA6
212064	TMPRSS6
212075	CCP110
212085	AK4
212088	ANO1
212091	ZNF227
212110	OR1Q1
212112	TMSB10
212126	GNGT2
212132	FBLN5
212146	PSG3
212151	DHFR2
212170	ALOX5
212174	POMT1
212190	ADGRL2
212199	LEO1
212202	MAN1B1
212207	LNPK
212210	ZBTB33
212213	BCL7A
212214	SCYL1
212217	NFATC1
212219	FAM120C
212244	PRKCG
212253	TNNC1
212255	TFF1
212262	LGI3
212267	COX6B1
212274	ARC
212285	SMG6
212291	ILF2
212292	MSI2
212298	CNBP
212322	CKMT2
212324	CAMLG
212326	NCAPG2
212354	MVP
212369	PLPP6
212375	TOP1MT
212378	PTPN6
212382	MBOAT7
212385	TCEB3B
212387	NR1I2
212389	MBTPS1
212391	NNAT
212410	UPF3A
212411	MYLPF
212418	EEF1B2
212421	ZNF20
212423	AK9
212426	SUGT1
212437	AUP1
212448	COX6B2
212454	CYP17A1
212457	GATA5
212459	DIMT1
212461	SEPT14
212462	SPA17
212465	SATB1
212468	RBMS3
212469	EBPL
212478	MMS22L
212484	OSGEP
212486	ZNF343
212496	MAF1
212501	DOCK6
212502	OR51G2
212516	FBXL2
212517	NLRC4
212518	ELMSAN1
212524	ADAMTS4
212532	DSG2
212537	ABCA6
212543	SPTLC2
212544	RNF157
212551	ATP1B2
212552	ZNF546
212557	WDR77
212558	PCDHB10
212603	CPNE8
212606	C19orf73
212610	KLF14
212618	HEATR9
212620	SLC2A4
212635	WNT8B
212636	RASGRF1
212648	TADA1
212649	CYP2C9
212650	MRPS21
212661	ZCCHC24
212674	TAS2R5
212680	TIMP2
212692	DR1
212703	CAPS2
212738	GALNT4
212739	NAIP
212742	SPINT2
212752	CAMK2G
212758	CTSB
212759	GPI
212763	RAB6A
212771	C6orf47
212772	KLHL2
212787	GNPAT
212790	CDC16
212795	LRMP
212817	CAPN10
212822	SYT11
212834	PIK3C3
212836	LUZP4
212839	KANSL1L
212848	CDK4
212854	RAB3IP
212855	LILRA1
212857	BFAR
212859	TMEM128
212880	LRRTM2
212885	CA14
212887	SYTL4
212890	FRAT2
212896	PRIMPOL
212904	PLAGL1
212907	ZMYM2
212910	C1orf52
212915	LRFN5
212928	ADGRF5
212936	SIRT3
212943	STRADB
212944	PIGU
212952	AHSP
212953	ANP32C
212975	LACTB
212988	ADAM10
212989	ERICH6
212992	UBB
212994	TUBA1C
213004	NDUFA6
213008	MFAP1
213016	PTDSS2
213018	RPL18A
213028	BCL7B
213037	MAPK14
213038	ZNF267
213046	HSD17B8
213048	NKIRAS2
213055	KLRK1
213060	LCK
213064	CENPI
213069	TRIM63
213079	WARS2
213081	PEX3
213113	AADAC
213127	STK33
213132	CORO2B
213145	MIS18A
213152	PRKAA2
213163	INO80D
213169	CCDC170
213170	FPR3
213172	GNE
213175	PLXND1
213177	PCSK1
213184	RPF2
213187	XRCC5
213205	SNAP91
